ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-094046,DOC-094046,6270,0.884,0.979,Tamil,Yes
OCR-094047,DOC-094047,365,0.808,0.928,Tamil,No
OCR-094048,DOC-094048,4386,0.97,0.943,Tamil,Yes
OCR-094049,DOC-094049,2202,0.916,0.869,Tamil,No
OCR-094050,DOC-094050,4464,0.758,0.834,English,No
OCR-094051,DOC-094051,7801,0.99,0.938,Tamil,No
OCR-094052,DOC-094052,1564,0.883,0.9,Tamil,No
OCR-094053,DOC-094053,3755,0.853,0.893,Tamil-English,No
OCR-094054,DOC-094054,9074,0.99,0.905,Tamil,No
OCR-094055,DOC-094055,201,0.927,0.99,Tamil,No
OCR-094056,DOC-094056,8463,0.874,0.832,Tamil,No
OCR-094057,DOC-094057,4842,0.963,0.844,Tamil,No
OCR-094058,DOC-094058,4726,0.862,0.771,Tamil,No
OCR-094059,DOC-094059,8564,0.869,0.965,Tamil-English,No
OCR-094060,DOC-094060,1691,0.869,0.886,English,No
OCR-094061,DOC-094061,1769,0.898,0.956,English,No
OCR-094062,DOC-094062,6836,0.99,0.844,English,No
OCR-094063,DOC-094063,3829,0.99,0.858,Tamil-English,No
OCR-094064,DOC-094064,1945,0.934,0.975,Tamil-English,No
OCR-094065,DOC-094065,8935,0.892,0.931,Tamil,No
OCR-094066,DOC-094066,6788,0.821,0.933,Tamil,No
OCR-094067,DOC-094067,278,0.884,0.817,Tamil-English,No
OCR-094068,DOC-094068,8038,0.802,0.818,Tamil,No
OCR-094069,DOC-094069,8270,0.863,0.889,Tamil,No
OCR-094070,DOC-094070,828,0.99,0.877,English,No
OCR-094071,DOC-094071,8352,0.936,0.805,Tamil,No
OCR-094072,DOC-094072,2999,0.907,0.842,Tamil,No
OCR-094073,DOC-094073,663,0.864,0.958,Tamil,No
OCR-094074,DOC-094074,4843,0.863,0.982,Tamil,No
OCR-094075,DOC-094075,3558,0.758,0.968,Tamil,No
OCR-094076,DOC-094076,1972,0.774,0.842,Tamil,No
OCR-094077,DOC-094077,8963,0.896,0.99,Tamil-English,No
OCR-094078,DOC-094078,6154,0.87,0.832,Tamil-English,No
OCR-094079,DOC-094079,7894,0.803,0.755,English,No
OCR-094080,DOC-094080,4912,0.886,0.902,Tamil,No
OCR-094081,DOC-094081,1643,0.966,0.873,Tamil,No
OCR-094082,DOC-094082,1398,0.987,0.808,Tamil,No
OCR-094083,DOC-094083,1178,0.891,0.99,English,Yes
OCR-094084,DOC-094084,7913,0.99,0.929,Tamil,No
OCR-094085,DOC-094085,896,0.789,0.77,Tamil-English,No
OCR-094086,DOC-094086,6193,0.938,0.94,Tamil,No
OCR-094087,DOC-094087,4518,0.891,0.99,Tamil-English,No
OCR-094088,DOC-094088,464,0.883,0.904,Tamil,No
OCR-094089,DOC-094089,2464,0.867,0.929,Tamil,No
OCR-094090,DOC-094090,4378,0.895,0.936,Tamil,No
OCR-094091,DOC-094091,6167,0.887,0.907,Tamil,Yes
OCR-094092,DOC-094092,6080,0.913,0.949,Tamil,No
OCR-094093,DOC-094093,8725,0.915,0.969,Tamil-English,No
OCR-094094,DOC-094094,9262,0.942,0.756,Tamil,No
OCR-094095,DOC-094095,200,0.857,0.99,Tamil,No
OCR-094096,DOC-094096,5545,0.945,0.907,Tamil-English,Yes
OCR-094097,DOC-094097,5050,0.857,0.926,Tamil,Yes
OCR-094098,DOC-094098,906,0.99,0.872,Tamil,Yes
OCR-094099,DOC-094099,688,0.924,0.835,Tamil,No
OCR-094100,DOC-094100,5304,0.895,0.93,Tamil-English,No
OCR-094101,DOC-094101,3063,0.906,0.979,Tamil-English,No
OCR-094102,DOC-094102,5836,0.837,0.926,Tamil,Yes
OCR-094103,DOC-094103,7672,0.847,0.875,Tamil-English,No
OCR-094104,DOC-094104,2499,0.99,0.947,Tamil-English,No
OCR-094105,DOC-094105,1262,0.99,0.882,Tamil-English,No
OCR-094106,DOC-094106,789,0.796,0.819,Tamil,No
OCR-094107,DOC-094107,367,0.931,0.806,Tamil,No
OCR-094108,DOC-094108,4453,0.808,0.866,Tamil,No
OCR-094109,DOC-094109,5389,0.969,0.95,Tamil,No
OCR-094110,DOC-094110,6306,0.92,0.76,Tamil,No
OCR-094111,DOC-094111,6676,0.99,0.99,Tamil,No
OCR-094112,DOC-094112,8701,0.937,0.799,Tamil,No
OCR-094113,DOC-094113,1363,0.99,0.928,English,No
OCR-094114,DOC-094114,2340,0.75,0.895,English,No
OCR-094115,DOC-094115,7910,0.844,0.87,Tamil,Yes
OCR-094116,DOC-094116,929,0.99,0.99,Tamil,No
OCR-094117,DOC-094117,2769,0.793,0.736,Tamil,No
OCR-094118,DOC-094118,1375,0.933,0.886,Tamil-English,No
OCR-094119,DOC-094119,3198,0.906,0.887,Tamil,No
OCR-094120,DOC-094120,3146,0.858,0.885,Tamil,No
OCR-094121,DOC-094121,7921,0.909,0.817,Tamil-English,No
OCR-094122,DOC-094122,4036,0.988,0.986,Tamil,Yes
OCR-094123,DOC-094123,2746,0.99,0.8,Tamil,No
OCR-094124,DOC-094124,2266,0.99,0.955,Tamil,No
OCR-094125,DOC-094125,1647,0.855,0.793,Tamil,No
OCR-094126,DOC-094126,8884,0.896,0.925,Tamil,No
OCR-094127,DOC-094127,7369,0.908,0.823,Tamil,No
OCR-094128,DOC-094128,2660,0.762,0.91,Tamil-English,No
OCR-094129,DOC-094129,7262,0.99,0.934,Tamil,No
OCR-094130,DOC-094130,6080,0.805,0.875,Tamil,No
OCR-094131,DOC-094131,6061,0.848,0.99,English,No
OCR-094132,DOC-094132,2859,0.907,0.968,Tamil,Yes
OCR-094133,DOC-094133,6032,0.871,0.951,Tamil,No
OCR-094134,DOC-094134,8706,0.9,0.87,Tamil-English,No
OCR-094135,DOC-094135,7196,0.978,0.926,Tamil,No
OCR-094136,DOC-094136,2647,0.878,0.99,English,No
OCR-094137,DOC-094137,7739,0.883,0.99,Tamil,Yes
OCR-094138,DOC-094138,7929,0.853,0.785,Tamil,No
OCR-094139,DOC-094139,196,0.967,0.769,Tamil-English,No
OCR-094140,DOC-094140,8263,0.866,0.925,Tamil-English,No
OCR-094141,DOC-094141,8612,0.97,0.852,Tamil,No
OCR-094142,DOC-094142,1717,0.99,0.735,Tamil,Yes
OCR-094143,DOC-094143,7301,0.807,0.805,Tamil,No
OCR-094144,DOC-094144,5271,0.814,0.858,Tamil-English,No
OCR-094145,DOC-094145,2459,0.654,0.9,Tamil-English,No
OCR-094146,DOC-094146,6424,0.875,0.858,Tamil,No
OCR-094147,DOC-094147,8090,0.894,0.99,Tamil,No
OCR-094148,DOC-094148,1375,0.932,0.99,Tamil-English,No
OCR-094149,DOC-094149,3710,0.92,0.924,English,No
OCR-094150,DOC-094150,226,0.951,0.89,English,No
OCR-094151,DOC-094151,2834,0.862,0.99,Tamil,Yes
OCR-094152,DOC-094152,3906,0.86,0.96,Tamil,Yes
OCR-094153,DOC-094153,6092,0.929,0.692,Tamil,No
OCR-094154,DOC-094154,3965,0.979,0.971,Tamil,Yes
OCR-094155,DOC-094155,1127,0.857,0.869,Tamil,No
OCR-094156,DOC-094156,255,0.964,0.81,Tamil,No
OCR-094157,DOC-094157,6603,0.737,0.902,Tamil,No
OCR-094158,DOC-094158,2037,0.831,0.937,Tamil,No
OCR-094159,DOC-094159,935,0.872,0.893,English,No
OCR-094160,DOC-094160,5772,0.99,0.909,Tamil,No
OCR-094161,DOC-094161,6633,0.824,0.868,Tamil,No
OCR-094162,DOC-094162,8789,0.912,0.793,Tamil-English,No
OCR-094163,DOC-094163,5212,0.982,0.907,Tamil,No
OCR-094164,DOC-094164,3900,0.906,0.915,Tamil-English,No
OCR-094165,DOC-094165,2229,0.82,0.897,Tamil,No
OCR-094166,DOC-094166,65,0.79,0.971,Tamil,Yes
OCR-094167,DOC-094167,7139,0.814,0.99,Tamil-English,No
OCR-094168,DOC-094168,1559,0.99,0.99,Tamil,No
OCR-094169,DOC-094169,9130,0.799,0.99,Tamil,No
OCR-094170,DOC-094170,5213,0.99,0.925,Tamil,No
OCR-094171,DOC-094171,939,0.847,0.904,Tamil-English,Yes
OCR-094172,DOC-094172,7499,0.94,0.919,Tamil,No
OCR-094173,DOC-094173,6588,0.882,0.99,Tamil-English,No
OCR-094174,DOC-094174,4689,0.907,0.768,Tamil,No
OCR-094175,DOC-094175,7691,0.88,0.947,Tamil,Yes
OCR-094176,DOC-094176,3154,0.868,0.99,Tamil,No
OCR-094177,DOC-094177,7732,0.877,0.935,Tamil-English,No
OCR-094178,DOC-094178,3308,0.975,0.855,Tamil,No
OCR-094179,DOC-094179,141,0.913,0.881,Tamil,No
OCR-094180,DOC-094180,4108,0.841,0.949,Tamil-English,No
OCR-094181,DOC-094181,5141,0.99,0.816,Tamil,No
OCR-094182,DOC-094182,6093,0.893,0.99,Tamil-English,No
OCR-094183,DOC-094183,2111,0.855,0.874,English,No
OCR-094184,DOC-094184,1400,0.756,0.99,Tamil,No
OCR-094185,DOC-094185,489,0.872,0.99,Tamil,No
OCR-094186,DOC-094186,5278,0.927,0.936,Tamil,No
OCR-094187,DOC-094187,7228,0.801,0.847,Tamil-English,No
OCR-094188,DOC-094188,7450,0.76,0.94,Tamil,No
OCR-094189,DOC-094189,9382,0.945,0.73,Tamil-English,Yes
OCR-094190,DOC-094190,3402,0.877,0.99,Tamil-English,No
OCR-094191,DOC-094191,6165,0.9,0.977,Tamil-English,No
OCR-094192,DOC-094192,8285,0.834,0.99,English,No
OCR-094193,DOC-094193,3040,0.868,0.771,Tamil,No
OCR-094194,DOC-094194,8278,0.99,0.831,Tamil,Yes
OCR-094195,DOC-094195,7638,0.751,0.85,Tamil,No
OCR-094196,DOC-094196,8484,0.837,0.975,Tamil-English,No
OCR-094197,DOC-094197,8788,0.986,0.848,Tamil-English,No
OCR-094198,DOC-094198,6761,0.99,0.983,Tamil,No
OCR-094199,DOC-094199,6048,0.85,0.883,English,No
OCR-094200,DOC-094200,7091,0.985,0.907,Tamil,No
OCR-094201,DOC-094201,7884,0.846,0.969,Tamil,No
OCR-094202,DOC-094202,1041,0.78,0.817,Tamil-English,No
OCR-094203,DOC-094203,3854,0.83,0.842,Tamil-English,No
OCR-094204,DOC-094204,2376,0.91,0.964,Tamil,Yes
OCR-094205,DOC-094205,1,0.833,0.808,Tamil,Yes
OCR-094206,DOC-094206,4032,0.749,0.903,Tamil,No
OCR-094207,DOC-094207,6945,0.865,0.894,Tamil,No
OCR-094208,DOC-094208,4221,0.99,0.934,Tamil,No
OCR-094209,DOC-094209,3184,0.862,0.814,Tamil,No
OCR-094210,DOC-094210,3730,0.864,0.809,Tamil,No
OCR-094211,DOC-094211,4236,0.803,0.99,Tamil,No
OCR-094212,DOC-094212,2442,0.902,0.875,Tamil,No
OCR-094213,DOC-094213,7847,0.733,0.857,Tamil,No
OCR-094214,DOC-094214,2600,0.93,0.888,Tamil,No
OCR-094215,DOC-094215,8249,0.872,0.907,English,No
OCR-094216,DOC-094216,3120,0.849,0.914,English,No
OCR-094217,DOC-094217,7445,0.99,0.88,Tamil-English,No
OCR-094218,DOC-094218,6000,0.768,0.99,Tamil,No
OCR-094219,DOC-094219,6024,0.922,0.965,Tamil-English,Yes
OCR-094220,DOC-094220,2595,0.856,0.99,English,No
OCR-094221,DOC-094221,5679,0.872,0.874,Tamil-English,No
OCR-094222,DOC-094222,5219,0.843,0.908,Tamil,No
OCR-094223,DOC-094223,6048,0.916,0.96,Tamil,No
OCR-094224,DOC-094224,821,0.885,0.919,Tamil-English,No
OCR-094225,DOC-094225,1644,0.916,0.889,Tamil,Yes
OCR-094226,DOC-094226,6312,0.588,0.958,Tamil,Yes
OCR-094227,DOC-094227,1245,0.928,0.99,Tamil,No
OCR-094228,DOC-094228,6226,0.858,0.885,Tamil-English,No
OCR-094229,DOC-094229,5461,0.951,0.956,Tamil,Yes
OCR-094230,DOC-094230,6447,0.742,0.734,Tamil-English,No
OCR-094231,DOC-094231,164,0.932,0.819,Tamil-English,No
OCR-094232,DOC-094232,1255,0.905,0.919,Tamil,No
OCR-094233,DOC-094233,82,0.872,0.949,Tamil,No
OCR-094234,DOC-094234,8939,0.99,0.898,Tamil-English,Yes
OCR-094235,DOC-094235,3886,0.888,0.918,English,No
OCR-094236,DOC-094236,498,0.816,0.968,Tamil,No
OCR-094237,DOC-094237,2255,0.833,0.953,Tamil,No
OCR-094238,DOC-094238,3720,0.944,0.829,English,No
OCR-094239,DOC-094239,8883,0.86,0.976,Tamil-English,Yes
OCR-094240,DOC-094240,1724,0.889,0.83,Tamil-English,No
OCR-094241,DOC-094241,1844,0.77,0.932,Tamil,No
OCR-094242,DOC-094242,3628,0.724,0.945,Tamil,No
OCR-094243,DOC-094243,9254,0.929,0.818,Tamil,Yes
OCR-094244,DOC-094244,92,0.85,0.888,Tamil,No
OCR-094245,DOC-094245,7813,0.79,0.99,Tamil,Yes
OCR-094246,DOC-094246,4991,0.886,0.945,Tamil,No
OCR-094247,DOC-094247,6519,0.981,0.99,Tamil,No
OCR-094248,DOC-094248,5079,0.89,0.885,Tamil,Yes
OCR-094249,DOC-094249,2737,0.99,0.932,Tamil-English,No
OCR-094250,DOC-094250,3817,0.935,0.968,Tamil,Yes
OCR-094251,DOC-094251,1477,0.807,0.92,Tamil-English,No
OCR-094252,DOC-094252,1003,0.881,0.99,Tamil,No
OCR-094253,DOC-094253,8441,0.786,0.889,English,No
OCR-094254,DOC-094254,2279,0.99,0.759,Tamil-English,Yes
OCR-094255,DOC-094255,5858,0.989,0.802,Tamil,Yes
OCR-094256,DOC-094256,3526,0.849,0.892,Tamil-English,No
OCR-094257,DOC-094257,7745,0.975,0.917,Tamil,No
OCR-094258,DOC-094258,1120,0.965,0.99,Tamil,No
OCR-094259,DOC-094259,4094,0.967,0.863,Tamil,Yes
OCR-094260,DOC-094260,747,0.99,0.888,Tamil,No
OCR-094261,DOC-094261,4826,0.747,0.904,Tamil,No
OCR-094262,DOC-094262,7178,0.789,0.919,Tamil,No
OCR-094263,DOC-094263,848,0.955,0.857,Tamil-English,No
OCR-094264,DOC-094264,386,0.776,0.984,Tamil,No
OCR-094265,DOC-094265,4877,0.948,0.808,Tamil,No
OCR-094266,DOC-094266,6928,0.826,0.912,English,Yes
OCR-094267,DOC-094267,3841,0.906,0.91,English,No
OCR-094268,DOC-094268,1357,0.99,0.967,Tamil,No
OCR-094269,DOC-094269,772,0.882,0.99,Tamil,No
OCR-094270,DOC-094270,6222,0.806,0.791,Tamil-English,No
OCR-094271,DOC-094271,7907,0.81,0.771,Tamil,No
OCR-094272,DOC-094272,4501,0.884,0.863,Tamil,No
OCR-094273,DOC-094273,2615,0.763,0.858,Tamil,No
OCR-094274,DOC-094274,6481,0.99,0.99,Tamil-English,No
OCR-094275,DOC-094275,1887,0.688,0.99,Tamil-English,No
OCR-094276,DOC-094276,230,0.858,0.933,Tamil,No
OCR-094277,DOC-094277,4837,0.83,0.875,Tamil,No
OCR-094278,DOC-094278,9394,0.764,0.894,Tamil,No
OCR-094279,DOC-094279,8205,0.99,0.93,English,No
OCR-094280,DOC-094280,692,0.99,0.99,Tamil-English,No
OCR-094281,DOC-094281,794,0.953,0.922,Tamil-English,Yes
OCR-094282,DOC-094282,6241,0.924,0.99,Tamil-English,No
OCR-094283,DOC-094283,6283,0.866,0.953,Tamil,No
OCR-094284,DOC-094284,6046,0.9,0.744,Tamil-English,No
OCR-094285,DOC-094285,3732,0.927,0.955,Tamil,No
OCR-094286,DOC-094286,165,0.879,0.972,Tamil,Yes
OCR-094287,DOC-094287,6134,0.897,0.932,Tamil-English,No
OCR-094288,DOC-094288,625,0.912,0.922,Tamil,No
OCR-094289,DOC-094289,2162,0.904,0.828,Tamil,No
OCR-094290,DOC-094290,8522,0.842,0.923,English,No
OCR-094291,DOC-094291,5693,0.839,0.833,English,Yes
OCR-094292,DOC-094292,2645,0.754,0.915,Tamil-English,No
OCR-094293,DOC-094293,9459,0.733,0.773,English,No
OCR-094294,DOC-094294,1545,0.876,0.788,Tamil,No
OCR-094295,DOC-094295,2436,0.858,0.902,Tamil-English,No
OCR-094296,DOC-094296,6636,0.85,0.874,Tamil,No
OCR-094297,DOC-094297,4311,0.696,0.851,Tamil-English,No
OCR-094298,DOC-094298,4604,0.819,0.846,English,No
OCR-094299,DOC-094299,5687,0.772,0.99,Tamil-English,No
OCR-094300,DOC-094300,3319,0.892,0.783,Tamil,No
OCR-094301,DOC-094301,7392,0.895,0.876,Tamil-English,Yes
OCR-094302,DOC-094302,6370,0.99,0.99,Tamil,No
OCR-094303,DOC-094303,1179,0.99,0.874,Tamil,No
OCR-094304,DOC-094304,5235,0.726,0.941,Tamil,No
OCR-094305,DOC-094305,8346,0.885,0.783,English,No
OCR-094306,DOC-094306,1927,0.99,0.924,Tamil,No
OCR-094307,DOC-094307,7292,0.99,0.99,English,No
OCR-094308,DOC-094308,8011,0.849,0.936,Tamil-English,No
OCR-094309,DOC-094309,4197,0.977,0.854,Tamil,No
OCR-094310,DOC-094310,5772,0.837,0.912,Tamil,No
OCR-094311,DOC-094311,4872,0.797,0.877,Tamil,Yes
OCR-094312,DOC-094312,4593,0.768,0.883,Tamil,No
OCR-094313,DOC-094313,882,0.912,0.9,Tamil,No
OCR-094314,DOC-094314,8917,0.808,0.744,Tamil,No
OCR-094315,DOC-094315,1224,0.725,0.794,Tamil,Yes
OCR-094316,DOC-094316,5646,0.846,0.914,English,No
OCR-094317,DOC-094317,2179,0.838,0.99,Tamil,No
OCR-094318,DOC-094318,523,0.797,0.988,Tamil-English,No
OCR-094319,DOC-094319,5374,0.846,0.883,English,No
OCR-094320,DOC-094320,8533,0.916,0.956,Tamil-English,No
OCR-094321,DOC-094321,4157,0.959,0.833,Tamil,Yes
OCR-094322,DOC-094322,5409,0.855,0.99,Tamil,No
OCR-094323,DOC-094323,2190,0.765,0.99,Tamil,Yes
OCR-094324,DOC-094324,4774,0.835,0.923,Tamil,No
OCR-094325,DOC-094325,2582,0.807,0.869,Tamil-English,No
OCR-094326,DOC-094326,792,0.872,0.99,Tamil,No
OCR-094327,DOC-094327,8136,0.744,0.939,Tamil,No
OCR-094328,DOC-094328,1241,0.919,0.833,Tamil-English,No
OCR-094329,DOC-094329,4823,0.901,0.871,Tamil-English,No
OCR-094330,DOC-094330,5402,0.792,0.813,English,No
OCR-094331,DOC-094331,3961,0.99,0.952,Tamil-English,No
OCR-094332,DOC-094332,6826,0.838,0.93,English,Yes
OCR-094333,DOC-094333,9153,0.99,0.825,Tamil,No
OCR-094334,DOC-094334,4161,0.963,0.818,Tamil,Yes
OCR-094335,DOC-094335,3984,0.855,0.886,Tamil-English,No
OCR-094336,DOC-094336,6274,0.767,0.842,English,Yes
OCR-094337,DOC-094337,3939,0.841,0.979,English,No
OCR-094338,DOC-094338,8188,0.804,0.848,English,Yes
OCR-094339,DOC-094339,1146,0.979,0.873,English,No
OCR-094340,DOC-094340,2323,0.754,0.936,Tamil,No
OCR-094341,DOC-094341,8641,0.883,0.99,Tamil-English,Yes
OCR-094342,DOC-094342,8219,0.919,0.838,Tamil,No
OCR-094343,DOC-094343,3743,0.838,0.849,Tamil-English,No
OCR-094344,DOC-094344,4290,0.837,0.933,Tamil,No
OCR-094345,DOC-094345,9040,0.822,0.892,Tamil,Yes
OCR-094346,DOC-094346,3862,0.876,0.983,Tamil-English,No
OCR-094347,DOC-094347,7485,0.821,0.99,English,No
OCR-094348,DOC-094348,8826,0.935,0.849,Tamil,Yes
OCR-094349,DOC-094349,7111,0.849,0.869,Tamil-English,No
OCR-094350,DOC-094350,3993,0.786,0.805,Tamil,No
OCR-094351,DOC-094351,6152,0.881,0.792,Tamil,No
OCR-094352,DOC-094352,1085,0.894,0.797,Tamil,No
OCR-094353,DOC-094353,3321,0.949,0.944,English,No
OCR-094354,DOC-094354,5751,0.965,0.965,Tamil,Yes
OCR-094355,DOC-094355,5482,0.99,0.963,Tamil,No
OCR-094356,DOC-094356,909,0.99,0.877,Tamil,Yes
OCR-094357,DOC-094357,6395,0.858,0.963,Tamil,No
OCR-094358,DOC-094358,4283,0.878,0.931,Tamil,No
OCR-094359,DOC-094359,456,0.706,0.99,Tamil,No
OCR-094360,DOC-094360,3110,0.943,0.99,Tamil,No
OCR-094361,DOC-094361,7877,0.99,0.988,English,No
OCR-094362,DOC-094362,8345,0.876,0.9,Tamil,No
OCR-094363,DOC-094363,4573,0.946,0.876,Tamil,No
OCR-094364,DOC-094364,4130,0.855,0.99,Tamil,No
OCR-094365,DOC-094365,4860,0.99,0.99,English,No
OCR-094366,DOC-094366,1725,0.934,0.932,Tamil-English,No
OCR-094367,DOC-094367,4869,0.732,0.916,Tamil,No
OCR-094368,DOC-094368,748,0.852,0.767,Tamil,Yes
OCR-094369,DOC-094369,5715,0.814,0.935,Tamil,No
OCR-094370,DOC-094370,7853,0.886,0.943,Tamil,Yes
OCR-094371,DOC-094371,8558,0.882,0.801,Tamil,No
OCR-094372,DOC-094372,7702,0.898,0.857,Tamil,No
OCR-094373,DOC-094373,6213,0.814,0.898,Tamil,No
OCR-094374,DOC-094374,2068,0.787,0.99,Tamil-English,No
OCR-094375,DOC-094375,6647,0.944,0.85,English,No
OCR-094376,DOC-094376,5938,0.89,0.779,Tamil,No
OCR-094377,DOC-094377,3763,0.915,0.842,Tamil,No
OCR-094378,DOC-094378,1064,0.793,0.894,Tamil,No
OCR-094379,DOC-094379,8335,0.851,0.99,Tamil,No
OCR-094380,DOC-094380,987,0.99,0.953,Tamil,No
OCR-094381,DOC-094381,4320,0.92,0.95,Tamil-English,No
OCR-094382,DOC-094382,9303,0.959,0.723,Tamil,No
OCR-094383,DOC-094383,6684,0.892,0.99,Tamil-English,No
OCR-094384,DOC-094384,7441,0.954,0.99,Tamil,No
OCR-094385,DOC-094385,8025,0.776,0.894,Tamil-English,No
OCR-094386,DOC-094386,2651,0.792,0.89,Tamil,No
OCR-094387,DOC-094387,8474,0.825,0.99,Tamil,No
OCR-094388,DOC-094388,6629,0.842,0.968,Tamil,No
OCR-094389,DOC-094389,329,0.954,0.849,Tamil-English,Yes
OCR-094390,DOC-094390,8408,0.908,0.99,Tamil,Yes
OCR-094391,DOC-094391,7853,0.732,0.948,Tamil,No
OCR-094392,DOC-094392,4412,0.892,0.858,Tamil,No
OCR-094393,DOC-094393,3709,0.867,0.854,Tamil,Yes
OCR-094394,DOC-094394,8681,0.99,0.977,Tamil,No
OCR-094395,DOC-094395,3116,0.99,0.933,Tamil,No
OCR-094396,DOC-094396,8850,0.866,0.956,Tamil,No
OCR-094397,DOC-094397,3546,0.841,0.902,Tamil,No
OCR-094398,DOC-094398,2050,0.874,0.857,Tamil,Yes
OCR-094399,DOC-094399,1454,0.851,0.865,Tamil,Yes
OCR-094400,DOC-094400,264,0.915,0.849,Tamil,No
OCR-094401,DOC-094401,5331,0.782,0.99,Tamil,No
OCR-094402,DOC-094402,2107,0.98,0.787,Tamil,Yes
OCR-094403,DOC-094403,9398,0.854,0.73,Tamil-English,No
OCR-094404,DOC-094404,4161,0.964,0.9,English,No
OCR-094405,DOC-094405,7251,0.882,0.955,Tamil,No
OCR-094406,DOC-094406,9498,0.875,0.959,Tamil,No
OCR-094407,DOC-094407,860,0.852,0.954,Tamil,No
OCR-094408,DOC-094408,6384,0.99,0.938,Tamil,No
OCR-094409,DOC-094409,5478,0.875,0.926,Tamil,No
OCR-094410,DOC-094410,8955,0.926,0.849,Tamil,No
OCR-094411,DOC-094411,9422,0.99,0.851,English,No
OCR-094412,DOC-094412,9456,0.894,0.939,English,No
OCR-094413,DOC-094413,6012,0.98,0.77,Tamil,No
OCR-094414,DOC-094414,9248,0.863,0.847,Tamil,No
OCR-094415,DOC-094415,8901,0.903,0.99,Tamil,Yes
OCR-094416,DOC-094416,8233,0.99,0.921,Tamil,No
OCR-094417,DOC-094417,985,0.901,0.869,Tamil,No
OCR-094418,DOC-094418,8162,0.772,0.94,Tamil,No
OCR-094419,DOC-094419,851,0.986,0.771,Tamil,No
OCR-094420,DOC-094420,7039,0.769,0.895,Tamil-English,No
OCR-094421,DOC-094421,5233,0.923,0.97,Tamil,No
OCR-094422,DOC-094422,6731,0.966,0.944,Tamil,No
OCR-094423,DOC-094423,378,0.945,0.845,English,No
OCR-094424,DOC-094424,6403,0.826,0.879,Tamil,No
OCR-094425,DOC-094425,3579,0.891,0.838,Tamil,No
OCR-094426,DOC-094426,1783,0.779,0.982,Tamil-English,No
OCR-094427,DOC-094427,676,0.859,0.953,Tamil,No
OCR-094428,DOC-094428,1856,0.954,0.962,Tamil,No
OCR-094429,DOC-094429,7848,0.817,0.831,Tamil,No
OCR-094430,DOC-094430,4501,0.772,0.99,Tamil,No
OCR-094431,DOC-094431,1457,0.908,0.888,Tamil-English,No
OCR-094432,DOC-094432,1444,0.76,0.976,Tamil,No
OCR-094433,DOC-094433,3521,0.733,0.829,Tamil-English,No
OCR-094434,DOC-094434,9368,0.907,0.912,Tamil,No
OCR-094435,DOC-094435,4751,0.732,0.941,Tamil,Yes
OCR-094436,DOC-094436,1435,0.924,0.99,English,No
OCR-094437,DOC-094437,6739,0.909,0.776,English,No
OCR-094438,DOC-094438,6737,0.87,0.978,Tamil,No
OCR-094439,DOC-094439,9384,0.983,0.812,Tamil-English,No
OCR-094440,DOC-094440,5761,0.968,0.908,Tamil,Yes
OCR-094441,DOC-094441,4173,0.863,0.911,Tamil,Yes
OCR-094442,DOC-094442,7747,0.844,0.896,Tamil,No
OCR-094443,DOC-094443,3956,0.672,0.99,Tamil-English,No
OCR-094444,DOC-094444,8219,0.899,0.876,Tamil-English,No
OCR-094445,DOC-094445,5334,0.849,0.953,Tamil,No
OCR-094446,DOC-094446,3696,0.944,0.878,Tamil,No
OCR-094447,DOC-094447,3194,0.879,0.794,Tamil,No
OCR-094448,DOC-094448,2935,0.825,0.726,Tamil-English,No
OCR-094449,DOC-094449,8637,0.974,0.818,Tamil,No
OCR-094450,DOC-094450,1452,0.927,0.826,Tamil-English,Yes
OCR-094451,DOC-094451,6199,0.897,0.905,Tamil-English,No
OCR-094452,DOC-094452,9216,0.988,0.946,Tamil,Yes
OCR-094453,DOC-094453,8317,0.942,0.81,Tamil,No
OCR-094454,DOC-094454,9244,0.922,0.881,Tamil,No
OCR-094455,DOC-094455,4140,0.984,0.838,Tamil,No
OCR-094456,DOC-094456,5883,0.843,0.99,Tamil,No
OCR-094457,DOC-094457,8360,0.947,0.864,Tamil-English,No
OCR-094458,DOC-094458,9445,0.706,0.859,Tamil,No
OCR-094459,DOC-094459,3373,0.955,0.977,Tamil,No
OCR-094460,DOC-094460,1119,0.85,0.911,Tamil,No
OCR-094461,DOC-094461,8833,0.782,0.99,Tamil,No
OCR-094462,DOC-094462,2489,0.968,0.905,Tamil,No
OCR-094463,DOC-094463,5894,0.832,0.953,Tamil,No
OCR-094464,DOC-094464,2735,0.96,0.99,Tamil,No
OCR-094465,DOC-094465,6714,0.818,0.928,Tamil,No
OCR-094466,DOC-094466,2486,0.99,0.901,English,No
OCR-094467,DOC-094467,8186,0.842,0.774,English,No
OCR-094468,DOC-094468,3212,0.765,0.915,Tamil-English,No
OCR-094469,DOC-094469,9082,0.873,0.887,Tamil,No
OCR-094470,DOC-094470,6786,0.99,0.838,Tamil,No
OCR-094471,DOC-094471,735,0.962,0.907,Tamil,No
OCR-094472,DOC-094472,8147,0.94,0.887,Tamil-English,No
OCR-094473,DOC-094473,8949,0.95,0.917,Tamil-English,No
OCR-094474,DOC-094474,7705,0.818,0.98,Tamil,No
OCR-094475,DOC-094475,8503,0.894,0.903,Tamil,No
OCR-094476,DOC-094476,630,0.802,0.886,Tamil,No
OCR-094477,DOC-094477,1524,0.844,0.903,Tamil,No
