risk_id,parcel_id,waterbody_distance_m,flood_risk,environmental_clearance
ENV-090641,PAR-090641,81.5,Low,Approved
ENV-090642,PAR-090642,437.8,Low,Approved
ENV-090643,PAR-090643,73.1,Low,Approved
ENV-090644,PAR-090644,133.2,Medium,Not Required
ENV-090645,PAR-090645,34.6,Low,Not Required
ENV-090646,PAR-090646,172.2,Low,Not Required
ENV-090647,PAR-090647,335.8,Low,Not Required
ENV-090648,PAR-090648,99.6,Medium,Not Required
ENV-090649,PAR-090649,254.9,Low,Approved
ENV-090650,PAR-090650,48.4,Low,Not Required
ENV-090651,PAR-090651,214.5,Low,Not Required
ENV-090652,PAR-090652,61.5,Low,Not Required
ENV-090653,PAR-090653,210.9,Low,Not Required
ENV-090654,PAR-090654,122.0,Low,Approved
ENV-090655,PAR-090655,68.2,Medium,Not Required
ENV-090656,PAR-090656,96.0,Medium,Approved
ENV-090657,PAR-090657,48.5,Medium,Approved
ENV-090658,PAR-090658,732.9,Low,Not Required
ENV-090659,PAR-090659,237.9,Low,Approved
ENV-090660,PAR-090660,41.0,Medium,Approved
ENV-090661,PAR-090661,313.1,Low,Not Required
ENV-090662,PAR-090662,389.4,Medium,Pending
ENV-090663,PAR-090663,228.3,Low,Not Required
ENV-090664,PAR-090664,85.5,Low,Approved
ENV-090665,PAR-090665,36.6,Low,Not Required
ENV-090666,PAR-090666,194.5,Medium,Approved
ENV-090667,PAR-090667,46.2,Medium,Not Required
ENV-090668,PAR-090668,108.4,Medium,Not Required
ENV-090669,PAR-090669,193.3,Low,Not Required
ENV-090670,PAR-090670,137.2,Low,Pending
ENV-090671,PAR-090671,67.7,Medium,Approved
ENV-090672,PAR-090672,207.1,Low,Not Required
ENV-090673,PAR-090673,91.5,Low,Pending
ENV-090674,PAR-090674,91.8,Low,Not Required
ENV-090675,PAR-090675,141.0,Low,Not Required
ENV-090676,PAR-090676,340.7,Low,Not Required
ENV-090677,PAR-090677,82.3,Low,Not Required
ENV-090678,PAR-090678,41.5,Medium,Approved
ENV-090679,PAR-090679,91.7,Low,Not Required
ENV-090680,PAR-090680,246.8,Low,Not Required
ENV-090681,PAR-090681,531.8,Low,Pending
ENV-090682,PAR-090682,248.1,Medium,Not Required
ENV-090683,PAR-090683,94.3,Medium,Approved
ENV-090684,PAR-090684,69.1,Medium,Not Required
ENV-090685,PAR-090685,168.0,Low,Not Required
ENV-090686,PAR-090686,256.3,Low,Not Required
ENV-090687,PAR-090687,70.9,Low,Approved
ENV-090688,PAR-090688,16.0,Medium,Not Required
ENV-090689,PAR-090689,122.0,Medium,Not Required
ENV-090690,PAR-090690,158.2,High,Not Required
ENV-090691,PAR-090691,147.9,Low,Approved
ENV-090692,PAR-090692,47.0,Medium,Approved
ENV-090693,PAR-090693,426.5,Low,Not Required
ENV-090694,PAR-090694,494.1,Low,Approved
ENV-090695,PAR-090695,94.2,Low,Pending
ENV-090696,PAR-090696,132.7,Low,Not Required
ENV-090697,PAR-090697,579.4,Medium,Pending
ENV-090698,PAR-090698,692.7,Low,Not Required
ENV-090699,PAR-090699,93.2,Low,Pending
ENV-090700,PAR-090700,536.8,Low,Pending
ENV-090701,PAR-090701,238.6,Medium,Not Required
ENV-090702,PAR-090702,143.1,Low,Not Required
ENV-090703,PAR-090703,467.0,Medium,Not Required
ENV-090704,PAR-090704,305.0,Medium,Approved
ENV-090705,PAR-090705,410.2,Low,Not Required
ENV-090706,PAR-090706,575.2,Low,Pending
ENV-090707,PAR-090707,14.3,Low,Not Required
ENV-090708,PAR-090708,191.7,High,Not Required
ENV-090709,PAR-090709,93.2,Low,Not Required
ENV-090710,PAR-090710,537.2,Low,Approved
ENV-090711,PAR-090711,858.1,Medium,Approved
ENV-090712,PAR-090712,38.1,Medium,Approved
ENV-090713,PAR-090713,9.0,Low,Pending
ENV-090714,PAR-090714,200.5,Low,Not Required
ENV-090715,PAR-090715,216.6,High,Not Required
ENV-090716,PAR-090716,111.2,Medium,Pending
ENV-090717,PAR-090717,51.9,Low,Not Required
ENV-090718,PAR-090718,14.2,Medium,Not Required
ENV-090719,PAR-090719,122.9,Low,Approved
ENV-090720,PAR-090720,851.9,Medium,Not Required
ENV-090721,PAR-090721,242.0,Low,Pending
ENV-090722,PAR-090722,64.5,Medium,Approved
ENV-090723,PAR-090723,210.1,High,Approved
ENV-090724,PAR-090724,55.3,Low,Not Required
ENV-090725,PAR-090725,235.5,Low,Not Required
ENV-090726,PAR-090726,99.4,Medium,Not Required
ENV-090727,PAR-090727,155.3,Low,Not Required
ENV-090728,PAR-090728,83.5,Low,Not Required
ENV-090729,PAR-090729,582.5,Low,Not Required
ENV-090730,PAR-090730,478.9,Medium,Not Required
ENV-090731,PAR-090731,93.0,Low,Not Required
ENV-090732,PAR-090732,109.7,Low,Approved
ENV-090733,PAR-090733,66.8,High,Approved
ENV-090734,PAR-090734,154.3,Low,Pending
ENV-090735,PAR-090735,237.2,Medium,Approved
ENV-090736,PAR-090736,82.0,Low,Approved
ENV-090737,PAR-090737,565.8,Low,Approved
ENV-090738,PAR-090738,339.3,Medium,Approved
ENV-090739,PAR-090739,464.1,Low,Not Required
ENV-090740,PAR-090740,70.6,Medium,Not Required
ENV-090741,PAR-090741,42.2,Low,Not Required
ENV-090742,PAR-090742,261.7,High,Pending
ENV-090743,PAR-090743,218.2,Medium,Pending
ENV-090744,PAR-090744,359.0,Medium,Approved
ENV-090745,PAR-090745,75.1,Low,Approved
ENV-090746,PAR-090746,280.1,Low,Not Required
ENV-090747,PAR-090747,77.6,Medium,Not Required
ENV-090748,PAR-090748,154.6,Medium,Approved
ENV-090749,PAR-090749,1016.1,High,Not Required
ENV-090750,PAR-090750,466.7,Low,Not Required
ENV-090751,PAR-090751,84.9,Low,Pending
ENV-090752,PAR-090752,384.6,Medium,Not Required
ENV-090753,PAR-090753,81.3,Low,Approved
ENV-090754,PAR-090754,83.2,Medium,Not Required
ENV-090755,PAR-090755,218.5,Low,Not Required
ENV-090756,PAR-090756,210.0,Low,Approved
ENV-090757,PAR-090757,139.0,Low,Approved
ENV-090758,PAR-090758,126.7,Low,Pending
ENV-090759,PAR-090759,60.2,Medium,Not Required
ENV-090760,PAR-090760,314.4,Low,Not Required
ENV-090761,PAR-090761,944.4,Medium,Not Required
ENV-090762,PAR-090762,778.1,Medium,Not Required
ENV-090763,PAR-090763,115.5,High,Approved
ENV-090764,PAR-090764,188.4,Low,Not Required
ENV-090765,PAR-090765,81.1,Low,Not Required
ENV-090766,PAR-090766,80.8,Low,Not Required
ENV-090767,PAR-090767,1243.8,Low,Not Required
ENV-090768,PAR-090768,30.8,Low,Not Required
ENV-090769,PAR-090769,75.9,Low,Pending
ENV-090770,PAR-090770,114.6,Low,Not Required
ENV-090771,PAR-090771,66.4,Medium,Not Required
ENV-090772,PAR-090772,71.1,Low,Approved
ENV-090773,PAR-090773,134.3,Low,Not Required
ENV-090774,PAR-090774,132.1,Low,Not Required
ENV-090775,PAR-090775,181.4,Low,Approved
ENV-090776,PAR-090776,235.1,Low,Approved
ENV-090777,PAR-090777,201.0,Low,Approved
ENV-090778,PAR-090778,60.2,Low,Pending
ENV-090779,PAR-090779,104.5,Medium,Pending
ENV-090780,PAR-090780,115.6,Low,Not Required
ENV-090781,PAR-090781,105.8,Low,Not Required
ENV-090782,PAR-090782,146.0,Medium,Not Required
ENV-090783,PAR-090783,245.0,Medium,Pending
ENV-090784,PAR-090784,115.2,Low,Not Required
ENV-090785,PAR-090785,178.8,Low,Pending
ENV-090786,PAR-090786,396.9,Low,Pending
ENV-090787,PAR-090787,17.0,High,Not Required
ENV-090788,PAR-090788,38.5,Low,Approved
ENV-090789,PAR-090789,322.0,Medium,Not Required
ENV-090790,PAR-090790,82.8,Low,Not Required
ENV-090791,PAR-090791,280.3,Low,Not Required
ENV-090792,PAR-090792,2145.5,Medium,Not Required
ENV-090793,PAR-090793,433.2,Medium,Approved
ENV-090794,PAR-090794,26.5,Medium,Not Required
ENV-090795,PAR-090795,209.7,Low,Not Required
ENV-090796,PAR-090796,117.4,Medium,Not Required
ENV-090797,PAR-090797,111.7,Low,Not Required
ENV-090798,PAR-090798,237.6,Medium,Approved
ENV-090799,PAR-090799,1144.4,Low,Not Required
ENV-090800,PAR-090800,19.7,Low,Pending
ENV-090801,PAR-090801,81.7,Medium,Approved
ENV-090802,PAR-090802,64.9,Low,Not Required
ENV-090803,PAR-090803,301.2,Low,Not Required
ENV-090804,PAR-090804,15.1,Medium,Pending
ENV-090805,PAR-090805,352.0,Medium,Not Required
ENV-090806,PAR-090806,196.1,Low,Approved
ENV-090807,PAR-090807,237.6,Low,Not Required
ENV-090808,PAR-090808,42.5,Medium,Not Required
ENV-090809,PAR-090809,212.2,Medium,Pending
ENV-090810,PAR-090810,28.5,Low,Approved
ENV-090811,PAR-090811,226.6,Low,Approved
ENV-090812,PAR-090812,740.0,High,Pending
ENV-090813,PAR-090813,20.0,Low,Not Required
ENV-090814,PAR-090814,256.6,Low,Not Required
ENV-090815,PAR-090815,134.5,High,Not Required
ENV-090816,PAR-090816,66.1,High,Not Required
ENV-090817,PAR-090817,78.2,Low,Not Required
ENV-090818,PAR-090818,1712.4,Low,Pending
ENV-090819,PAR-090819,27.3,Low,Pending
ENV-090820,PAR-090820,229.0,Low,Not Required
ENV-090821,PAR-090821,61.3,Low,Approved
ENV-090822,PAR-090822,52.7,Low,Not Required
ENV-090823,PAR-090823,253.7,Low,Approved
ENV-090824,PAR-090824,114.6,High,Not Required
ENV-090825,PAR-090825,13.5,Low,Not Required
ENV-090826,PAR-090826,66.3,Low,Pending
ENV-090827,PAR-090827,556.5,Low,Approved
ENV-090828,PAR-090828,57.0,High,Not Required
ENV-090829,PAR-090829,83.5,Medium,Not Required
ENV-090830,PAR-090830,70.1,Low,Pending
ENV-090831,PAR-090831,125.3,Low,Not Required
ENV-090832,PAR-090832,37.9,Low,Not Required
ENV-090833,PAR-090833,46.2,Low,Not Required
ENV-090834,PAR-090834,234.7,Medium,Not Required
ENV-090835,PAR-090835,319.8,Low,Not Required
ENV-090836,PAR-090836,441.2,Low,Approved
ENV-090837,PAR-090837,89.1,Low,Not Required
ENV-090838,PAR-090838,901.8,Low,Not Required
ENV-090839,PAR-090839,129.3,Low,Not Required
ENV-090840,PAR-090840,649.3,Low,Approved
ENV-090841,PAR-090841,233.9,High,Not Required
ENV-090842,PAR-090842,261.5,Low,Pending
ENV-090843,PAR-090843,509.7,Low,Pending
ENV-090844,PAR-090844,185.5,Low,Pending
ENV-090845,PAR-090845,622.4,Medium,Not Required
ENV-090846,PAR-090846,137.2,Low,Not Required
ENV-090847,PAR-090847,1015.3,Medium,Approved
ENV-090848,PAR-090848,172.9,Low,Pending
ENV-090849,PAR-090849,33.4,Low,Not Required
ENV-090850,PAR-090850,66.0,Low,Not Required
ENV-090851,PAR-090851,40.8,Medium,Not Required
ENV-090852,PAR-090852,151.6,Medium,Approved
ENV-090853,PAR-090853,13.8,Medium,Not Required
ENV-090854,PAR-090854,121.9,Low,Approved
ENV-090855,PAR-090855,233.0,Low,Not Required
ENV-090856,PAR-090856,27.5,Medium,Not Required
ENV-090857,PAR-090857,378.3,Low,Not Required
ENV-090858,PAR-090858,79.9,Low,Not Required
ENV-090859,PAR-090859,317.6,Low,Not Required
ENV-090860,PAR-090860,168.4,Medium,Approved
ENV-090861,PAR-090861,1042.7,Medium,Not Required
ENV-090862,PAR-090862,675.8,Low,Not Required
ENV-090863,PAR-090863,204.0,Low,Not Required
ENV-090864,PAR-090864,150.7,Low,Approved
ENV-090865,PAR-090865,79.0,Low,Approved
ENV-090866,PAR-090866,213.5,Medium,Not Required
ENV-090867,PAR-090867,400.4,Medium,Pending
ENV-090868,PAR-090868,119.6,Low,Not Required
ENV-090869,PAR-090869,17.5,Low,Approved
ENV-090870,PAR-090870,356.6,Medium,Not Required
ENV-090871,PAR-090871,427.8,Low,Not Required
ENV-090872,PAR-090872,64.5,Medium,Not Required
ENV-090873,PAR-090873,782.3,Low,Not Required
ENV-090874,PAR-090874,149.1,High,Approved
ENV-090875,PAR-090875,100.7,Low,Approved
ENV-090876,PAR-090876,309.1,Low,Pending
ENV-090877,PAR-090877,950.0,Low,Approved
ENV-090878,PAR-090878,356.7,Medium,Not Required
ENV-090879,PAR-090879,86.1,Low,Pending
ENV-090880,PAR-090880,43.4,Medium,Approved
ENV-090881,PAR-090881,18.3,Medium,Approved
ENV-090882,PAR-090882,81.6,Low,Not Required
ENV-090883,PAR-090883,284.9,Medium,Not Required
ENV-090884,PAR-090884,26.5,Low,Approved
ENV-090885,PAR-090885,46.5,Medium,Approved
ENV-090886,PAR-090886,39.4,Medium,Approved
ENV-090887,PAR-090887,438.9,Low,Approved
ENV-090888,PAR-090888,713.7,High,Approved
ENV-090889,PAR-090889,409.7,Low,Not Required
ENV-090890,PAR-090890,445.1,Low,Not Required
ENV-090891,PAR-090891,163.1,High,Not Required
ENV-090892,PAR-090892,505.1,Low,Approved
ENV-090893,PAR-090893,125.0,Low,Approved
ENV-090894,PAR-090894,258.3,High,Not Required
ENV-090895,PAR-090895,270.9,Medium,Approved
ENV-090896,PAR-090896,184.1,Low,Not Required
ENV-090897,PAR-090897,303.6,Low,Pending
ENV-090898,PAR-090898,171.3,Low,Not Required
ENV-090899,PAR-090899,35.7,Medium,Not Required
ENV-090900,PAR-090900,201.4,Low,Approved
ENV-090901,PAR-090901,10.8,Low,Approved
ENV-090902,PAR-090902,222.7,Low,Not Required
ENV-090903,PAR-090903,53.1,Low,Not Required
ENV-090904,PAR-090904,140.4,Low,Not Required
ENV-090905,PAR-090905,373.5,Low,Approved
ENV-090906,PAR-090906,236.0,Low,Approved
ENV-090907,PAR-090907,731.8,Low,Not Required
ENV-090908,PAR-090908,180.4,Low,Not Required
ENV-090909,PAR-090909,133.0,Low,Not Required
ENV-090910,PAR-090910,280.4,Medium,Approved
ENV-090911,PAR-090911,81.0,Low,Approved
ENV-090912,PAR-090912,30.0,Medium,Not Required
ENV-090913,PAR-090913,234.5,Low,Not Required
ENV-090914,PAR-090914,2181.8,Low,Not Required
ENV-090915,PAR-090915,86.0,Low,Not Required
ENV-090916,PAR-090916,776.2,Low,Approved
ENV-090917,PAR-090917,608.3,Medium,Approved
ENV-090918,PAR-090918,32.7,Medium,Not Required
ENV-090919,PAR-090919,207.3,Medium,Approved
ENV-090920,PAR-090920,220.1,Low,Not Required
ENV-090921,PAR-090921,663.7,Low,Not Required
ENV-090922,PAR-090922,97.7,Low,Not Required
ENV-090923,PAR-090923,147.1,Medium,Approved
ENV-090924,PAR-090924,150.8,Low,Not Required
ENV-090925,PAR-090925,742.7,High,Approved
ENV-090926,PAR-090926,33.9,Medium,Approved
ENV-090927,PAR-090927,62.1,Low,Not Required
ENV-090928,PAR-090928,88.8,Medium,Approved
ENV-090929,PAR-090929,13.0,Low,Approved
ENV-090930,PAR-090930,62.1,Low,Not Required
ENV-090931,PAR-090931,87.1,Medium,Pending
ENV-090932,PAR-090932,455.3,Medium,Not Required
ENV-090933,PAR-090933,415.2,Low,Pending
ENV-090934,PAR-090934,2050.9,Low,Not Required
ENV-090935,PAR-090935,469.1,High,Not Required
ENV-090936,PAR-090936,135.5,Low,Approved
ENV-090937,PAR-090937,642.3,Low,Not Required
ENV-090938,PAR-090938,222.6,Medium,Pending
ENV-090939,PAR-090939,59.7,Low,Not Required
ENV-090940,PAR-090940,392.7,Low,Not Required
ENV-090941,PAR-090941,35.0,Low,Not Required
ENV-090942,PAR-090942,60.8,Medium,Not Required
ENV-090943,PAR-090943,432.3,Low,Not Required
ENV-090944,PAR-090944,282.9,Low,Not Required
ENV-090945,PAR-090945,25.4,Medium,Not Required
ENV-090946,PAR-090946,24.4,Low,Not Required
ENV-090947,PAR-090947,328.2,High,Not Required
ENV-090948,PAR-090948,601.4,High,Pending
ENV-090949,PAR-090949,529.5,Low,Not Required
ENV-090950,PAR-090950,17.7,Low,Pending
ENV-090951,PAR-090951,195.3,Low,Not Required
ENV-090952,PAR-090952,523.4,Low,Approved
ENV-090953,PAR-090953,65.4,Low,Not Required
ENV-090954,PAR-090954,38.7,Low,Pending
ENV-090955,PAR-090955,793.3,Low,Not Required
ENV-090956,PAR-090956,145.1,Low,Not Required
ENV-090957,PAR-090957,36.7,Low,Not Required
ENV-090958,PAR-090958,102.0,Low,Approved
ENV-090959,PAR-090959,66.2,High,Not Required
ENV-090960,PAR-090960,4364.1,Low,Not Required
ENV-090961,PAR-090961,81.2,Low,Pending
ENV-090962,PAR-090962,132.9,High,Not Required
ENV-090963,PAR-090963,42.5,High,Not Required
ENV-090964,PAR-090964,255.1,Medium,Not Required
ENV-090965,PAR-090965,100.8,Low,Not Required
ENV-090966,PAR-090966,27.1,Low,Not Required
ENV-090967,PAR-090967,64.9,Low,Approved
ENV-090968,PAR-090968,65.0,Medium,Not Required
ENV-090969,PAR-090969,144.5,Low,Not Required
ENV-090970,PAR-090970,68.4,Low,Not Required
ENV-090971,PAR-090971,234.6,Low,Not Required
ENV-090972,PAR-090972,162.7,Low,Not Required
ENV-090973,PAR-090973,61.0,Low,Not Required
ENV-090974,PAR-090974,154.4,Low,Approved
ENV-090975,PAR-090975,613.8,High,Not Required
ENV-090976,PAR-090976,193.2,Low,Not Required
ENV-090977,PAR-090977,32.1,Medium,Not Required
ENV-090978,PAR-090978,138.2,Low,Pending
ENV-090979,PAR-090979,1108.1,Low,Not Required
ENV-090980,PAR-090980,203.9,Low,Pending
ENV-090981,PAR-090981,68.5,Low,Not Required
ENV-090982,PAR-090982,265.3,Low,Not Required
ENV-090983,PAR-090983,47.5,Low,Not Required
ENV-090984,PAR-090984,421.6,Low,Not Required
ENV-090985,PAR-090985,115.7,Medium,Not Required
ENV-090986,PAR-090986,61.1,Low,Not Required
ENV-090987,PAR-090987,180.7,Low,Approved
ENV-090988,PAR-090988,176.6,Medium,Not Required
ENV-090989,PAR-090989,184.7,Low,Approved
ENV-090990,PAR-090990,52.7,Low,Not Required
ENV-090991,PAR-090991,111.7,Medium,Not Required
ENV-090992,PAR-090992,91.9,Low,Not Required
ENV-090993,PAR-090993,81.9,Low,Not Required
ENV-090994,PAR-090994,15.6,Low,Pending
ENV-090995,PAR-090995,293.5,Low,Not Required
ENV-090996,PAR-090996,40.4,Medium,Not Required
ENV-090997,PAR-090997,297.3,Medium,Approved
ENV-090998,PAR-090998,219.0,Medium,Pending
ENV-090999,PAR-090999,915.9,Low,Approved
ENV-091000,PAR-091000,711.4,High,Approved
ENV-091001,PAR-091001,186.4,Medium,Not Required
ENV-091002,PAR-091002,126.8,Medium,Approved
ENV-091003,PAR-091003,39.2,Medium,Not Required
ENV-091004,PAR-091004,432.6,Low,Approved
ENV-091005,PAR-091005,62.8,Medium,Not Required
ENV-091006,PAR-091006,32.0,Low,Approved
ENV-091007,PAR-091007,97.9,Low,Not Required
ENV-091008,PAR-091008,122.0,Low,Not Required
ENV-091009,PAR-091009,497.6,Medium,Not Required
ENV-091010,PAR-091010,280.5,High,Pending
ENV-091011,PAR-091011,169.5,Low,Not Required
ENV-091012,PAR-091012,27.3,Low,Not Required
ENV-091013,PAR-091013,29.9,Low,Not Required
ENV-091014,PAR-091014,204.6,Low,Approved
ENV-091015,PAR-091015,226.9,Low,Not Required
ENV-091016,PAR-091016,100.7,Medium,Approved
ENV-091017,PAR-091017,94.1,Medium,Not Required
ENV-091018,PAR-091018,103.3,Low,Not Required
ENV-091019,PAR-091019,93.2,Medium,Approved
ENV-091020,PAR-091020,50.3,Low,Pending
ENV-091021,PAR-091021,83.6,Medium,Not Required
ENV-091022,PAR-091022,23.0,Low,Approved
ENV-091023,PAR-091023,269.7,Medium,Not Required
ENV-091024,PAR-091024,362.0,Low,Pending
ENV-091025,PAR-091025,24.8,Low,Pending
ENV-091026,PAR-091026,125.2,Medium,Approved
ENV-091027,PAR-091027,136.6,Low,Approved
ENV-091028,PAR-091028,110.9,Low,Not Required
ENV-091029,PAR-091029,221.9,Low,Not Required
ENV-091030,PAR-091030,21.4,Low,Approved
ENV-091031,PAR-091031,134.1,Low,Approved
ENV-091032,PAR-091032,75.6,Low,Pending
ENV-091033,PAR-091033,84.2,Low,Not Required
ENV-091034,PAR-091034,151.7,Medium,Not Required
ENV-091035,PAR-091035,19.2,High,Not Required
ENV-091036,PAR-091036,83.0,Medium,Pending
ENV-091037,PAR-091037,214.7,High,Pending
ENV-091038,PAR-091038,853.3,Low,Not Required
ENV-091039,PAR-091039,72.7,Low,Not Required
ENV-091040,PAR-091040,145.7,Low,Approved
ENV-091041,PAR-091041,33.9,Low,Approved
ENV-091042,PAR-091042,70.8,Low,Approved
ENV-091043,PAR-091043,85.5,Low,Approved
ENV-091044,PAR-091044,78.4,Low,Approved
ENV-091045,PAR-091045,216.3,Low,Approved
ENV-091046,PAR-091046,81.3,Medium,Approved
ENV-091047,PAR-091047,30.3,Low,Not Required
ENV-091048,PAR-091048,306.5,Medium,Not Required
ENV-091049,PAR-091049,61.7,Low,Pending
ENV-091050,PAR-091050,233.6,Low,Approved
ENV-091051,PAR-091051,65.0,Low,Approved
ENV-091052,PAR-091052,102.1,Low,Not Required
ENV-091053,PAR-091053,79.0,Medium,Approved
ENV-091054,PAR-091054,876.6,Medium,Not Required
ENV-091055,PAR-091055,223.0,Low,Not Required
ENV-091056,PAR-091056,107.4,Low,Approved
ENV-091057,PAR-091057,340.1,Medium,Approved
ENV-091058,PAR-091058,102.6,Low,Not Required
ENV-091059,PAR-091059,86.3,Low,Not Required
ENV-091060,PAR-091060,228.3,Low,Not Required
ENV-091061,PAR-091061,78.1,Low,Not Required
ENV-091062,PAR-091062,122.5,Low,Approved
ENV-091063,PAR-091063,95.1,Medium,Not Required
ENV-091064,PAR-091064,61.8,Medium,Not Required
ENV-091065,PAR-091065,167.1,Low,Not Required
ENV-091066,PAR-091066,1136.2,Medium,Not Required
ENV-091067,PAR-091067,166.2,Medium,Approved
ENV-091068,PAR-091068,59.3,Low,Approved
ENV-091069,PAR-091069,643.7,Low,Not Required
ENV-091070,PAR-091070,72.1,Medium,Not Required
ENV-091071,PAR-091071,233.2,Low,Not Required
ENV-091072,PAR-091072,515.8,Medium,Not Required
ENV-091073,PAR-091073,27.5,Low,Not Required
ENV-091074,PAR-091074,309.9,Low,Not Required
ENV-091075,PAR-091075,31.7,Low,Not Required
ENV-091076,PAR-091076,161.6,Medium,Pending
ENV-091077,PAR-091077,360.1,High,Pending
ENV-091078,PAR-091078,196.8,Low,Approved
ENV-091079,PAR-091079,72.8,Low,Approved
ENV-091080,PAR-091080,184.3,Medium,Not Required
ENV-091081,PAR-091081,1983.9,Low,Approved
ENV-091082,PAR-091082,51.4,High,Not Required
ENV-091083,PAR-091083,306.6,Low,Not Required
ENV-091084,PAR-091084,185.2,Medium,Approved
ENV-091085,PAR-091085,67.6,Low,Pending
ENV-091086,PAR-091086,46.1,Low,Approved
ENV-091087,PAR-091087,224.7,Medium,Not Required
ENV-091088,PAR-091088,66.5,Low,Pending
ENV-091089,PAR-091089,427.0,Medium,Approved
ENV-091090,PAR-091090,75.2,Low,Not Required
ENV-091091,PAR-091091,117.7,Low,Not Required
ENV-091092,PAR-091092,246.5,Low,Not Required
ENV-091093,PAR-091093,18.6,Medium,Approved
ENV-091094,PAR-091094,107.7,High,Not Required
ENV-091095,PAR-091095,185.1,Medium,Not Required
ENV-091096,PAR-091096,58.9,Low,Not Required
ENV-091097,PAR-091097,182.0,Low,Approved
ENV-091098,PAR-091098,46.2,Low,Approved
ENV-091099,PAR-091099,424.0,Low,Not Required
ENV-091100,PAR-091100,105.4,Low,Approved
ENV-091101,PAR-091101,195.0,Low,Not Required
ENV-091102,PAR-091102,178.9,Low,Approved
ENV-091103,PAR-091103,124.2,Low,Approved
ENV-091104,PAR-091104,713.2,Low,Approved
ENV-091105,PAR-091105,113.3,Medium,Not Required
ENV-091106,PAR-091106,608.9,Medium,Not Required
ENV-091107,PAR-091107,46.9,Low,Not Required
ENV-091108,PAR-091108,173.9,Low,Not Required
ENV-091109,PAR-091109,314.0,Low,Not Required
ENV-091110,PAR-091110,279.5,Low,Not Required
ENV-091111,PAR-091111,197.4,High,Approved
ENV-091112,PAR-091112,293.4,Low,Approved
ENV-091113,PAR-091113,135.2,Medium,Not Required
ENV-091114,PAR-091114,137.4,Low,Not Required
ENV-091115,PAR-091115,56.1,High,Not Required
ENV-091116,PAR-091116,233.7,Low,Not Required
ENV-091117,PAR-091117,233.8,High,Not Required
ENV-091118,PAR-091118,605.0,Low,Approved
ENV-091119,PAR-091119,247.3,Low,Approved
ENV-091120,PAR-091120,29.2,High,Pending
ENV-091121,PAR-091121,208.6,Low,Not Required
ENV-091122,PAR-091122,115.2,Medium,Approved
ENV-091123,PAR-091123,69.3,Low,Not Required
ENV-091124,PAR-091124,384.0,Low,Not Required
ENV-091125,PAR-091125,152.9,Low,Not Required
ENV-091126,PAR-091126,123.4,Medium,Not Required
ENV-091127,PAR-091127,25.5,Low,Not Required
ENV-091128,PAR-091128,203.4,High,Not Required
