project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-02063,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.03,9,2,2023-02-09,2023-09-23
PRJ-00092,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,1.83,6,7,2023-10-03,2025-04-04
PRJ-04689,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.45,10,7,2023-07-16,2025-02-18
PRJ-04493,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,2.49,8,8,2022-09-03,2023-05-04
PRJ-01457,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.45,3,6,2022-06-23,2023-01-16
PRJ-04657,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.32,8,4,2025-10-05,2026-11-04
PRJ-03055,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.51,6,2,2025-10-20,2028-04-06
PRJ-00301,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,3.15,9,4,2024-08-02,2026-06-16
PRJ-01510,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,3.86,9,4,2022-12-28,2023-08-28
PRJ-03787,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.93,5,6,2024-12-22,2026-10-12
PRJ-00812,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,1.32,8,4,2023-01-21,2024-01-12
PRJ-01631,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.75,4,3,2024-02-15,2025-06-20
PRJ-01280,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.2,6,4,2025-06-08,2026-07-13
PRJ-04961,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.16,6,5,2023-02-05,2024-02-29
PRJ-04419,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,0.35,9,6,2025-07-24,2027-07-07
PRJ-02750,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,3.46,8,4,2022-04-23,2023-06-27
PRJ-04373,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.71,6,4,2022-11-24,2024-05-20
PRJ-00885,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,3.79,3,3,2026-03-28,2027-11-09
PRJ-04988,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.64,6,4,2025-10-19,2026-10-25
PRJ-02889,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.67,5,8,2025-09-22,2026-08-30
PRJ-04827,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.8,5,7,2023-04-14,2024-01-28
PRJ-01611,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,3.33,7,3,2023-09-25,2025-10-21
PRJ-01110,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,5.11,11,5,2022-10-27,2024-09-19
PRJ-04296,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,3.42,5,2,2023-12-25,2026-03-07
PRJ-04472,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.78,6,7,2023-01-13,2025-05-15
PRJ-03514,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.49,4,3,2024-12-28,2026-09-17
PRJ-04214,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.91,4,6,2024-05-11,2025-10-05
PRJ-04197,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.08,10,5,2023-04-01,2025-04-05
PRJ-01889,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,1.36,9,4,2022-03-22,2023-01-10
PRJ-01417,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.15,8,5,2024-06-16,2025-05-27
PRJ-04956,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.5,4,3,2023-12-24,2025-03-19
PRJ-00618,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.19,6,3,2023-01-25,2025-01-23
PRJ-01003,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.65,5,5,2022-10-05,2025-02-08
PRJ-01360,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,6.08,8,4,2025-12-05,2027-04-03
PRJ-01885,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,5.09,5,5,2024-01-12,2026-04-29
PRJ-03021,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.2,9,4,2022-01-06,2024-04-22
PRJ-01247,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.16,8,2,2024-02-23,2026-04-13
PRJ-03500,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.08,7,6,2025-01-16,2027-04-01
PRJ-03204,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,3.22,6,5,2024-05-13,2025-03-21
PRJ-01509,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.22,4,5,2025-08-01,2027-04-27
PRJ-02328,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.44,2,7,2026-04-03,2028-02-09
PRJ-01879,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.27,7,4,2022-01-31,2022-10-11
PRJ-02644,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.18,4,4,2023-09-28,2025-11-08
PRJ-02671,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.89,6,8,2022-11-17,2024-06-24
PRJ-04623,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.4,9,8,2024-04-27,2025-09-27
PRJ-04758,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,0.99,5,6,2022-10-09,2024-03-14
PRJ-00211,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.59,9,4,2023-08-24,2024-09-13
PRJ-03116,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.1,2,5,2024-12-02,2026-04-19
PRJ-00776,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,0.9,4,9,2023-12-10,2026-02-10
PRJ-00750,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.08,8,5,2023-01-25,2024-06-27
PRJ-01863,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.25,6,6,2024-07-04,2025-02-03
PRJ-02304,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.35,6,10,2023-07-08,2024-09-10
PRJ-00825,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,1.22,6,5,2025-01-19,2026-02-04
PRJ-01030,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,0.62,8,4,2023-08-15,2025-12-24
PRJ-02120,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.05,10,7,2023-05-21,2024-07-08
PRJ-01521,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.34,7,5,2025-04-10,2027-06-29
PRJ-00250,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.18,6,7,2023-05-06,2025-06-10
PRJ-00702,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,0.35,7,6,2022-02-17,2023-01-29
PRJ-02287,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,0.65,4,6,2022-01-06,2023-12-09
PRJ-02364,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.5,6,10,2024-06-19,2026-09-06
PRJ-02086,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,3.32,8,4,2025-05-21,2026-09-03
PRJ-04823,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.81,3,8,2026-01-24,2027-04-26
PRJ-00556,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.33,9,6,2023-02-13,2023-11-09
PRJ-00566,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,0.89,4,5,2024-12-22,2026-06-04
PRJ-02049,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,2.47,5,8,2023-10-18,2025-11-12
PRJ-01625,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.54,5,9,2022-11-27,2025-04-25
PRJ-03830,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.47,9,2,2023-03-29,2025-01-10
PRJ-01552,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.67,5,6,2026-05-11,2026-12-21
PRJ-01393,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.96,5,6,2022-10-07,2023-11-18
PRJ-01833,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.14,3,5,2022-12-23,2024-03-08
PRJ-01030,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.41,7,6,2022-09-02,2025-01-15
PRJ-04713,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,3.27,8,7,2023-11-20,2025-11-16
PRJ-00655,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,0.61,9,6,2025-08-26,2027-11-08
PRJ-01885,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,4.92,3,3,2024-01-06,2024-11-03
PRJ-02633,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.64,5,4,2023-06-07,2025-02-08
PRJ-04899,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,0.48,9,7,2022-03-14,2024-04-06
PRJ-01490,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,2.8,2,5,2025-10-18,2027-07-24
PRJ-03304,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.16,7,5,2023-03-02,2024-09-29
PRJ-02946,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.32,4,3,2022-08-16,2024-06-06
PRJ-01707,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,1.42,8,4,2024-06-12,2025-02-08
PRJ-03923,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,1.06,6,8,2024-10-03,2026-08-22
PRJ-00043,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.77,4,7,2025-05-14,2026-04-29
PRJ-00609,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.67,8,5,2025-05-29,2027-07-26
PRJ-04218,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.01,7,5,2025-10-04,2027-09-26
PRJ-00638,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,5.35,9,3,2023-05-05,2024-05-13
PRJ-04699,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.23,6,7,2023-08-25,2024-11-06
PRJ-03671,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.89,2,7,2026-05-19,2027-10-14
PRJ-00861,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.71,9,4,2024-02-10,2026-07-14
PRJ-02813,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.47,8,2,2022-10-15,2024-10-23
PRJ-02798,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.45,4,5,2025-12-02,2028-04-13
PRJ-01179,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,2.0,5,7,2022-12-13,2025-04-10
PRJ-00095,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.1,4,5,2025-06-08,2026-12-02
PRJ-02634,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.81,4,5,2022-11-03,2024-10-15
PRJ-04173,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.65,4,5,2023-05-28,2025-10-05
PRJ-01377,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.3,6,7,2026-05-11,2028-01-19
PRJ-03274,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,2.18,8,3,2024-01-18,2025-10-05
PRJ-03775,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.36,7,6,2023-09-14,2025-10-15
PRJ-04273,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.09,8,6,2023-01-11,2025-02-15
PRJ-04485,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,0.44,7,7,2023-10-25,2025-10-26
PRJ-01815,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.27,4,8,2025-08-04,2027-05-22
PRJ-02989,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,0.5,6,6,2023-08-30,2024-05-12
PRJ-01970,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,3.33,10,4,2025-11-19,2027-08-23
PRJ-00061,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.44,8,5,2023-10-12,2025-01-17
PRJ-01498,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.86,6,4,2023-07-31,2025-07-01
PRJ-02203,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,0.62,4,3,2025-02-11,2026-07-22
PRJ-02640,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.56,5,5,2025-06-01,2027-06-17
PRJ-00874,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,4.07,6,2,2022-04-06,2023-02-22
PRJ-00022,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.69,6,5,2022-10-30,2025-04-15
PRJ-02543,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,4.98,4,8,2023-05-22,2025-05-19
PRJ-01147,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.09,3,2,2023-09-27,2024-07-19
PRJ-00842,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.95,6,7,2022-05-05,2024-01-22
PRJ-02649,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.24,8,8,2026-01-06,2026-10-13
PRJ-03876,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.1,7,2,2022-09-12,2023-05-17
PRJ-01770,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,0.77,3,3,2022-04-07,2022-12-09
PRJ-02078,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.98,5,9,2023-09-09,2025-06-09
PRJ-00641,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,1.25,9,3,2024-06-06,2025-07-28
PRJ-03323,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,1.78,7,7,2023-11-21,2025-03-11
PRJ-03011,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.75,3,4,2023-03-22,2024-06-03
PRJ-04653,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.47,6,8,2024-08-06,2026-03-29
PRJ-02774,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.84,5,7,2023-12-09,2025-01-07
PRJ-01634,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.86,6,6,2025-10-20,2026-12-20
PRJ-04412,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.91,6,5,2022-03-27,2022-10-30
PRJ-04343,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,6.91,4,6,2026-04-24,2027-10-16
PRJ-02222,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,0.74,7,6,2025-10-31,2026-09-11
PRJ-00417,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,0.46,3,4,2024-06-25,2025-01-09
PRJ-01139,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,1.28,12,5,2022-02-04,2024-03-16
PRJ-01062,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.27,8,6,2023-07-22,2024-10-05
PRJ-00123,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,3.84,9,6,2022-10-17,2024-10-22
PRJ-04322,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.97,7,2,2025-10-19,2027-05-09
PRJ-02365,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.9,3,6,2024-05-07,2026-07-26
PRJ-01877,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,4.86,4,8,2022-12-30,2023-09-18
PRJ-04456,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,7.86,5,8,2024-01-07,2024-11-18
PRJ-00351,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.5,3,6,2022-04-15,2024-04-15
PRJ-02068,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,1.29,4,2,2025-11-04,2026-07-29
PRJ-04584,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,0.69,5,3,2026-04-01,2027-10-26
PRJ-00770,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.51,4,6,2025-12-22,2027-03-11
PRJ-00862,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.88,6,3,2023-10-10,2025-08-17
PRJ-00984,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.39,7,3,2022-08-18,2023-07-14
PRJ-02791,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,3.49,7,6,2025-11-20,2027-08-03
PRJ-04516,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,2.18,6,4,2024-08-18,2026-07-13
PRJ-03886,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,0.48,7,7,2026-01-01,2028-04-30
PRJ-04106,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,1.68,4,5,2025-02-10,2025-10-05
PRJ-02313,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.44,6,3,2022-01-01,2023-04-20
PRJ-01464,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,4.63,7,4,2023-07-24,2025-12-15
PRJ-00650,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,3.96,14,3,2025-05-22,2025-11-27
PRJ-02448,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,5.52,3,3,2023-07-31,2024-05-31
PRJ-00952,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,2.8,6,6,2025-07-26,2026-06-23
PRJ-02935,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,5.25,8,5,2023-11-28,2025-06-30
PRJ-01838,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.63,4,5,2024-07-22,2026-12-22
PRJ-03098,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.66,4,8,2023-04-20,2025-05-04
PRJ-00632,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,1.13,4,5,2025-01-09,2026-02-23
PRJ-00655,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,2.47,5,4,2022-11-20,2024-07-28
PRJ-04797,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,2.29,5,3,2022-04-08,2024-03-05
PRJ-03651,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Annur,2.66,6,6,2024-06-27,2026-11-06
PRJ-00573,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,0.13,6,4,2022-07-29,2024-05-17
PRJ-03636,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.77,4,9,2023-02-18,2024-04-12
PRJ-00838,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,3.29,4,6,2023-04-10,2025-02-02
PRJ-00757,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.29,6,4,2024-08-29,2025-03-17
PRJ-04275,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.21,4,5,2025-09-28,2028-02-06
PRJ-01746,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,2.32,8,8,2026-01-10,2027-03-26
PRJ-03865,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,5.08,1,8,2024-01-03,2024-08-21
PRJ-00175,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.68,3,3,2022-07-13,2023-09-12
PRJ-01704,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.39,6,9,2024-05-02,2025-02-19
PRJ-00836,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.59,3,7,2023-08-11,2024-11-18
PRJ-02485,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.19,6,6,2025-04-11,2026-06-07
PRJ-01678,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.35,10,4,2023-08-03,2024-04-13
PRJ-03584,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.38,7,3,2025-06-23,2026-01-01
PRJ-03445,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.22,6,3,2023-11-28,2025-06-21
PRJ-00616,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,2.22,5,3,2023-08-28,2025-07-09
PRJ-04246,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,4.13,9,4,2025-10-25,2027-12-15
PRJ-01806,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.21,2,7,2023-04-01,2023-12-23
PRJ-04304,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,0.81,9,4,2023-05-26,2024-07-19
PRJ-04640,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.75,1,6,2024-03-17,2025-04-30
PRJ-00035,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.55,9,2,2023-02-23,2024-07-07
PRJ-00473,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,2.75,11,7,2023-08-27,2024-03-10
PRJ-03877,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.31,9,7,2026-04-13,2028-04-27
PRJ-03131,Coimbatore Rail Corridor Project,Rail,Coimbatore,Pollachi,0.2,5,4,2022-06-18,2024-02-02
PRJ-02986,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.44,4,3,2022-09-30,2024-12-14
PRJ-02071,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.71,4,6,2024-05-10,2026-08-19
PRJ-00649,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.45,7,3,2025-06-29,2027-07-18
PRJ-02047,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.77,6,2,2024-06-05,2025-05-02
PRJ-02854,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,0.31,6,8,2024-07-14,2026-12-17
PRJ-02509,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.33,8,5,2026-03-06,2026-09-07
