approval_id,project_id,department,approval_status,approval_delay_days
APR-081632,PRJ-03040,PWD,Approved,10
APR-081633,PRJ-04546,RDO,Approved,25
APR-081634,PRJ-01549,Revenue,Approved,4
APR-081635,PRJ-02348,PWD,Approved,24
APR-081636,PRJ-00051,Rural Development,Approved,17
APR-081637,PRJ-02939,RDO,Approved,30
APR-081638,PRJ-02937,PWD,Approved,26
APR-081639,PRJ-02776,RDO,Approved,38
APR-081640,PRJ-01107,District Administration,Pending,471
APR-081641,PRJ-03391,PWD,Pending,262
APR-081642,PRJ-04521,Rural Development,Approved,19
APR-081643,PRJ-02731,Rural Development,Approved,5
APR-081644,PRJ-02803,Rural Development,Approved,44
APR-081645,PRJ-03815,District Administration,Approved,7
APR-081646,PRJ-00847,District Administration,Approved,14
APR-081647,PRJ-02572,District Administration,Approved,32
APR-081648,PRJ-02845,PWD,Pending,473
APR-081649,PRJ-00121,PWD,Approved,7
APR-081650,PRJ-01890,PWD,Approved,18
APR-081651,PRJ-01189,PWD,Approved,11
APR-081652,PRJ-04721,Rural Development,Approved,6
APR-081653,PRJ-00628,Rural Development,Approved,16
APR-081654,PRJ-00048,PWD,Approved,30
APR-081655,PRJ-04023,Rural Development,Approved,26
APR-081656,PRJ-04535,Rural Development,Approved,15
APR-081657,PRJ-00019,District Administration,Approved,12
APR-081658,PRJ-01868,PWD,Approved,18
APR-081659,PRJ-04978,District Administration,Pending,256
APR-081660,PRJ-00198,Revenue,Approved,40
APR-081661,PRJ-01974,District Administration,Approved,7
APR-081662,PRJ-03290,Rural Development,Approved,34
APR-081663,PRJ-03321,PWD,Approved,22
APR-081664,PRJ-00409,PWD,Approved,14
APR-081665,PRJ-01460,RDO,Approved,25
APR-081666,PRJ-00275,PWD,Approved,37
APR-081667,PRJ-04102,PWD,Approved,25
APR-081668,PRJ-03481,PWD,Approved,7
APR-081669,PRJ-03679,RDO,Approved,42
APR-081670,PRJ-04883,PWD,Approved,15
APR-081671,PRJ-04916,Revenue,Approved,8
APR-081672,PRJ-00010,Revenue,Approved,40
APR-081673,PRJ-03446,RDO,Approved,35
APR-081674,PRJ-01403,PWD,Approved,9
APR-081675,PRJ-04587,Rural Development,Approved,4
APR-081676,PRJ-02814,PWD,Approved,38
APR-081677,PRJ-02531,RDO,Approved,44
APR-081678,PRJ-04381,RDO,Pending,369
APR-081679,PRJ-02028,Revenue,Approved,0
APR-081680,PRJ-04461,RDO,Approved,17
APR-081681,PRJ-02633,District Administration,Pending,299
APR-081682,PRJ-00444,PWD,Approved,22
APR-081683,PRJ-01653,PWD,Approved,21
APR-081684,PRJ-04340,PWD,Approved,14
APR-081685,PRJ-01561,Rural Development,Approved,11
APR-081686,PRJ-03697,District Administration,Approved,42
APR-081687,PRJ-02915,Revenue,Pending,276
APR-081688,PRJ-04579,District Administration,Approved,25
APR-081689,PRJ-04699,RDO,Approved,24
APR-081690,PRJ-03433,Rural Development,Approved,16
APR-081691,PRJ-03014,Rural Development,Approved,41
APR-081692,PRJ-03497,District Administration,Pending,139
APR-081693,PRJ-03729,RDO,Pending,307
APR-081694,PRJ-01273,Rural Development,Approved,14
APR-081695,PRJ-04673,District Administration,Pending,409
APR-081696,PRJ-01047,District Administration,Approved,25
APR-081697,PRJ-00452,Revenue,Approved,22
APR-081698,PRJ-00421,Revenue,Approved,28
APR-081699,PRJ-02332,Revenue,Approved,3
APR-081700,PRJ-00124,Rural Development,Pending,492
APR-081701,PRJ-02474,RDO,Approved,34
APR-081702,PRJ-00849,Revenue,Approved,39
APR-081703,PRJ-00840,PWD,Approved,35
APR-081704,PRJ-04422,RDO,Approved,43
APR-081705,PRJ-02980,District Administration,Approved,5
APR-081706,PRJ-01482,PWD,Pending,494
APR-081707,PRJ-04181,District Administration,Approved,25
APR-081708,PRJ-00545,PWD,Approved,38
APR-081709,PRJ-01495,PWD,Approved,10
APR-081710,PRJ-03746,Rural Development,Approved,27
APR-081711,PRJ-03384,PWD,Approved,20
APR-081712,PRJ-00197,Revenue,Approved,24
APR-081713,PRJ-03506,District Administration,Approved,30
APR-081714,PRJ-00693,PWD,Approved,4
APR-081715,PRJ-03572,District Administration,Approved,36
APR-081716,PRJ-00245,PWD,Pending,80
APR-081717,PRJ-03920,District Administration,Pending,36
APR-081718,PRJ-04542,Rural Development,Approved,20
APR-081719,PRJ-00473,District Administration,Approved,34
APR-081720,PRJ-00274,PWD,Approved,41
APR-081721,PRJ-01929,PWD,Approved,39
APR-081722,PRJ-01173,Revenue,Approved,22
APR-081723,PRJ-01083,District Administration,Pending,352
APR-081724,PRJ-01951,RDO,Approved,29
APR-081725,PRJ-03569,District Administration,Approved,3
APR-081726,PRJ-01139,Revenue,Approved,4
APR-081727,PRJ-03988,District Administration,Approved,11
APR-081728,PRJ-02729,Revenue,Approved,30
APR-081729,PRJ-01955,District Administration,Approved,43
APR-081730,PRJ-02906,RDO,Approved,1
APR-081731,PRJ-00168,RDO,Approved,42
APR-081732,PRJ-04140,District Administration,Approved,18
APR-081733,PRJ-03749,District Administration,Approved,13
APR-081734,PRJ-01776,Rural Development,Approved,30
APR-081735,PRJ-02761,RDO,Approved,42
APR-081736,PRJ-00501,PWD,Approved,36
APR-081737,PRJ-01314,PWD,Approved,23
APR-081738,PRJ-04694,PWD,Approved,34
APR-081739,PRJ-01428,PWD,Approved,18
APR-081740,PRJ-03381,PWD,Approved,5
APR-081741,PRJ-04910,Rural Development,Approved,32
APR-081742,PRJ-03547,PWD,Approved,6
APR-081743,PRJ-00258,Rural Development,Approved,2
APR-081744,PRJ-04543,Rural Development,Approved,30
APR-081745,PRJ-01247,District Administration,Approved,39
APR-081746,PRJ-04856,PWD,Approved,44
APR-081747,PRJ-04729,Revenue,Pending,136
APR-081748,PRJ-01264,Revenue,Approved,32
APR-081749,PRJ-04987,RDO,Approved,36
APR-081750,PRJ-03419,Revenue,Approved,28
APR-081751,PRJ-00160,PWD,Approved,24
APR-081752,PRJ-01218,Rural Development,Approved,8
APR-081753,PRJ-00042,RDO,Approved,9
APR-081754,PRJ-04535,RDO,Pending,59
APR-081755,PRJ-02459,Revenue,Approved,41
APR-081756,PRJ-03835,Revenue,Approved,14
APR-081757,PRJ-01950,Revenue,Approved,1
APR-081758,PRJ-00236,District Administration,Approved,21
APR-081759,PRJ-03049,Rural Development,Pending,173
APR-081760,PRJ-02512,Rural Development,Approved,10
APR-081761,PRJ-03684,District Administration,Approved,8
APR-081762,PRJ-00436,Revenue,Approved,11
APR-081763,PRJ-02850,District Administration,Approved,20
APR-081764,PRJ-00834,RDO,Approved,3
APR-081765,PRJ-03933,Rural Development,Pending,23
APR-081766,PRJ-01246,PWD,Approved,11
APR-081767,PRJ-00878,RDO,Approved,9
APR-081768,PRJ-02429,Rural Development,Approved,17
APR-081769,PRJ-03276,RDO,Approved,23
APR-081770,PRJ-04182,RDO,Pending,72
APR-081771,PRJ-04529,RDO,Approved,38
APR-081772,PRJ-03336,Rural Development,Approved,39
APR-081773,PRJ-00368,Revenue,Approved,4
APR-081774,PRJ-02236,RDO,Approved,37
APR-081775,PRJ-01094,RDO,Approved,33
APR-081776,PRJ-04146,District Administration,Approved,35
APR-081777,PRJ-00745,RDO,Pending,260
APR-081778,PRJ-01105,District Administration,Approved,29
APR-081779,PRJ-04902,District Administration,Approved,25
APR-081780,PRJ-00835,RDO,Approved,37
APR-081781,PRJ-03396,PWD,Approved,31
APR-081782,PRJ-00328,Revenue,Approved,15
APR-081783,PRJ-02113,Rural Development,Approved,7
APR-081784,PRJ-03118,Revenue,Approved,4
APR-081785,PRJ-02743,RDO,Approved,0
APR-081786,PRJ-04408,Revenue,Approved,21
APR-081787,PRJ-02489,District Administration,Approved,18
APR-081788,PRJ-03977,PWD,Approved,41
APR-081789,PRJ-04868,Revenue,Approved,38
APR-081790,PRJ-01146,RDO,Approved,16
APR-081791,PRJ-02706,Rural Development,Approved,1
APR-081792,PRJ-05000,Rural Development,Approved,4
APR-081793,PRJ-04166,Revenue,Approved,39
APR-081794,PRJ-03983,PWD,Approved,32
APR-081795,PRJ-03924,Revenue,Approved,8
APR-081796,PRJ-01044,District Administration,Approved,43
APR-081797,PRJ-02689,District Administration,Pending,231
APR-081798,PRJ-00575,Rural Development,Approved,44
APR-081799,PRJ-03907,Rural Development,Approved,0
APR-081800,PRJ-00485,Rural Development,Approved,19
APR-081801,PRJ-02790,PWD,Approved,24
APR-081802,PRJ-00153,District Administration,Approved,6
APR-081803,PRJ-02275,District Administration,Approved,38
APR-081804,PRJ-03583,PWD,Approved,41
APR-081805,PRJ-04559,PWD,Approved,7
APR-081806,PRJ-04635,RDO,Approved,22
APR-081807,PRJ-01658,District Administration,Approved,17
APR-081808,PRJ-04299,Revenue,Approved,19
APR-081809,PRJ-02574,RDO,Approved,38
APR-081810,PRJ-01241,RDO,Approved,14
APR-081811,PRJ-02715,Revenue,Approved,1
APR-081812,PRJ-00667,RDO,Approved,2
APR-081813,PRJ-02198,Rural Development,Pending,257
APR-081814,PRJ-02985,RDO,Approved,24
APR-081815,PRJ-01813,Rural Development,Pending,191
APR-081816,PRJ-02132,RDO,Approved,17
APR-081817,PRJ-04970,Rural Development,Approved,43
APR-081818,PRJ-01847,Rural Development,Approved,29
APR-081819,PRJ-03297,Rural Development,Approved,20
APR-081820,PRJ-01363,Revenue,Approved,41
APR-081821,PRJ-00667,Rural Development,Approved,20
APR-081822,PRJ-00384,Revenue,Approved,18
APR-081823,PRJ-00187,District Administration,Approved,38
APR-081824,PRJ-01408,Rural Development,Approved,28
APR-081825,PRJ-04748,District Administration,Approved,15
APR-081826,PRJ-03509,Revenue,Approved,8
APR-081827,PRJ-02212,District Administration,Approved,35
APR-081828,PRJ-00732,Revenue,Approved,42
APR-081829,PRJ-00722,PWD,Approved,14
APR-081830,PRJ-04598,District Administration,Approved,42
APR-081831,PRJ-03189,PWD,Approved,9
APR-081832,PRJ-02409,Rural Development,Approved,27
APR-081833,PRJ-03735,District Administration,Pending,236
APR-081834,PRJ-01789,District Administration,Approved,9
APR-081835,PRJ-03453,Rural Development,Approved,24
APR-081836,PRJ-01815,Revenue,Approved,33
APR-081837,PRJ-00818,PWD,Approved,36
APR-081838,PRJ-02973,District Administration,Approved,6
APR-081839,PRJ-01189,RDO,Approved,33
APR-081840,PRJ-02006,PWD,Approved,1
APR-081841,PRJ-04426,Rural Development,Pending,413
APR-081842,PRJ-01521,PWD,Approved,39
APR-081843,PRJ-02271,RDO,Approved,10
APR-081844,PRJ-01393,Rural Development,Approved,10
APR-081845,PRJ-02940,PWD,Approved,31
APR-081846,PRJ-03397,Revenue,Approved,40
APR-081847,PRJ-01517,Rural Development,Approved,35
APR-081848,PRJ-02579,PWD,Approved,24
APR-081849,PRJ-00568,Revenue,Approved,36
APR-081850,PRJ-04312,Rural Development,Approved,37
APR-081851,PRJ-01203,District Administration,Approved,38
APR-081852,PRJ-02814,RDO,Approved,14
APR-081853,PRJ-00794,RDO,Approved,17
APR-081854,PRJ-00035,District Administration,Approved,38
APR-081855,PRJ-04127,RDO,Approved,1
APR-081856,PRJ-04099,PWD,Approved,25
APR-081857,PRJ-01260,District Administration,Approved,40
APR-081858,PRJ-03174,District Administration,Approved,30
APR-081859,PRJ-03104,District Administration,Approved,8
APR-081860,PRJ-00584,PWD,Approved,42
APR-081861,PRJ-04555,Revenue,Approved,42
APR-081862,PRJ-04030,PWD,Approved,15
APR-081863,PRJ-04025,Revenue,Approved,42
APR-081864,PRJ-02185,Rural Development,Approved,37
APR-081865,PRJ-01647,District Administration,Approved,6
APR-081866,PRJ-00210,PWD,Approved,8
APR-081867,PRJ-02456,RDO,Approved,10
APR-081868,PRJ-03536,Revenue,Approved,17
APR-081869,PRJ-04096,Revenue,Approved,14
APR-081870,PRJ-02240,District Administration,Approved,11
APR-081871,PRJ-01552,District Administration,Approved,0
APR-081872,PRJ-00939,RDO,Approved,4
APR-081873,PRJ-02872,PWD,Approved,32
APR-081874,PRJ-03170,RDO,Approved,40
APR-081875,PRJ-03413,PWD,Approved,33
APR-081876,PRJ-02599,District Administration,Approved,19
APR-081877,PRJ-02311,District Administration,Pending,240
APR-081878,PRJ-03862,RDO,Approved,42
APR-081879,PRJ-00765,District Administration,Pending,241
APR-081880,PRJ-03066,District Administration,Approved,19
APR-081881,PRJ-04046,District Administration,Approved,20
APR-081882,PRJ-00504,PWD,Approved,13
APR-081883,PRJ-02182,PWD,Approved,39
APR-081884,PRJ-02863,Revenue,Approved,35
APR-081885,PRJ-01799,PWD,Approved,27
APR-081886,PRJ-00976,District Administration,Approved,15
APR-081887,PRJ-01011,Rural Development,Approved,28
APR-081888,PRJ-00190,PWD,Approved,24
APR-081889,PRJ-02609,RDO,Approved,7
APR-081890,PRJ-03328,District Administration,Approved,24
APR-081891,PRJ-01539,RDO,Approved,40
APR-081892,PRJ-00819,Rural Development,Approved,6
APR-081893,PRJ-04835,Revenue,Approved,8
APR-081894,PRJ-03482,District Administration,Pending,15
APR-081895,PRJ-01371,District Administration,Approved,7
APR-081896,PRJ-04255,PWD,Approved,4
APR-081897,PRJ-02472,PWD,Approved,34
APR-081898,PRJ-04591,Rural Development,Approved,44
APR-081899,PRJ-01846,RDO,Approved,44
APR-081900,PRJ-02345,RDO,Approved,12
APR-081901,PRJ-03463,Revenue,Approved,9
APR-081902,PRJ-00327,Revenue,Approved,16
APR-081903,PRJ-00895,RDO,Approved,0
APR-081904,PRJ-01152,Rural Development,Approved,12
APR-081905,PRJ-01575,District Administration,Approved,40
APR-081906,PRJ-03199,District Administration,Approved,42
APR-081907,PRJ-03847,District Administration,Approved,34
APR-081908,PRJ-01569,Revenue,Approved,34
APR-081909,PRJ-03212,Revenue,Approved,23
APR-081910,PRJ-04686,Rural Development,Approved,16
APR-081911,PRJ-04332,Rural Development,Approved,12
APR-081912,PRJ-02434,District Administration,Pending,383
APR-081913,PRJ-04873,RDO,Pending,477
APR-081914,PRJ-02623,PWD,Pending,455
APR-081915,PRJ-03213,Revenue,Approved,17
APR-081916,PRJ-00473,PWD,Approved,30
APR-081917,PRJ-03952,RDO,Approved,6
APR-081918,PRJ-02156,RDO,Approved,21
APR-081919,PRJ-01788,Rural Development,Approved,32
APR-081920,PRJ-04767,District Administration,Pending,338
APR-081921,PRJ-01462,PWD,Approved,33
APR-081922,PRJ-01257,District Administration,Approved,22
APR-081923,PRJ-03025,RDO,Pending,480
APR-081924,PRJ-01517,Revenue,Approved,36
APR-081925,PRJ-00134,Revenue,Approved,10
APR-081926,PRJ-04968,Revenue,Approved,28
APR-081927,PRJ-03196,Rural Development,Approved,6
APR-081928,PRJ-02878,RDO,Approved,37
APR-081929,PRJ-01993,PWD,Approved,22
APR-081930,PRJ-00549,PWD,Approved,36
APR-081931,PRJ-04561,PWD,Approved,44
APR-081932,PRJ-04692,PWD,Approved,1
APR-081933,PRJ-04033,RDO,Approved,24
APR-081934,PRJ-03988,Revenue,Approved,0
APR-081935,PRJ-04201,RDO,Approved,7
APR-081936,PRJ-01671,District Administration,Approved,11
APR-081937,PRJ-04402,PWD,Pending,30
APR-081938,PRJ-02569,Revenue,Approved,41
APR-081939,PRJ-01667,PWD,Approved,8
APR-081940,PRJ-01241,PWD,Approved,4
APR-081941,PRJ-01955,District Administration,Approved,35
APR-081942,PRJ-02555,Rural Development,Approved,10
APR-081943,PRJ-04486,Revenue,Approved,23
APR-081944,PRJ-03899,PWD,Approved,25
APR-081945,PRJ-00109,Rural Development,Pending,33
APR-081946,PRJ-04565,District Administration,Approved,40
APR-081947,PRJ-00504,PWD,Approved,28
APR-081948,PRJ-04077,RDO,Approved,20
APR-081949,PRJ-02667,RDO,Approved,5
APR-081950,PRJ-04457,PWD,Approved,19
APR-081951,PRJ-03281,PWD,Approved,41
APR-081952,PRJ-00703,RDO,Approved,3
APR-081953,PRJ-02404,PWD,Approved,6
APR-081954,PRJ-01372,District Administration,Approved,15
APR-081955,PRJ-02490,District Administration,Approved,44
APR-081956,PRJ-03832,District Administration,Approved,41
APR-081957,PRJ-03103,RDO,Approved,16
APR-081958,PRJ-04067,PWD,Approved,40
APR-081959,PRJ-04702,RDO,Approved,39
APR-081960,PRJ-02621,Rural Development,Approved,24
APR-081961,PRJ-00637,Revenue,Approved,41
APR-081962,PRJ-02707,Revenue,Approved,33
APR-081963,PRJ-00372,PWD,Approved,37
APR-081964,PRJ-03402,District Administration,Approved,15
APR-081965,PRJ-02520,RDO,Pending,107
APR-081966,PRJ-01984,RDO,Approved,0
APR-081967,PRJ-03391,Revenue,Approved,4
APR-081968,PRJ-01557,Rural Development,Pending,123
APR-081969,PRJ-04599,District Administration,Approved,17
APR-081970,PRJ-03293,PWD,Pending,419
APR-081971,PRJ-03881,District Administration,Approved,0
APR-081972,PRJ-00293,Rural Development,Approved,32
APR-081973,PRJ-03635,PWD,Approved,30
APR-081974,PRJ-03995,Revenue,Approved,26
APR-081975,PRJ-03460,District Administration,Approved,31
APR-081976,PRJ-02043,District Administration,Pending,80
APR-081977,PRJ-02885,PWD,Approved,10
APR-081978,PRJ-03006,Rural Development,Approved,6
APR-081979,PRJ-04198,PWD,Approved,25
APR-081980,PRJ-02593,Rural Development,Approved,23
APR-081981,PRJ-03906,District Administration,Approved,13
APR-081982,PRJ-04318,RDO,Approved,18
APR-081983,PRJ-01452,RDO,Approved,3
APR-081984,PRJ-04645,RDO,Approved,10
APR-081985,PRJ-03188,District Administration,Approved,25
APR-081986,PRJ-03277,Rural Development,Approved,34
APR-081987,PRJ-03493,RDO,Approved,41
APR-081988,PRJ-00923,Revenue,Approved,4
APR-081989,PRJ-01469,Revenue,Pending,475
APR-081990,PRJ-01235,PWD,Approved,39
APR-081991,PRJ-04906,Revenue,Approved,22
APR-081992,PRJ-03668,RDO,Approved,34
APR-081993,PRJ-00238,Revenue,Approved,22
APR-081994,PRJ-03069,District Administration,Approved,35
APR-081995,PRJ-01634,RDO,Approved,9
APR-081996,PRJ-03813,Rural Development,Approved,23
APR-081997,PRJ-01549,RDO,Approved,8
APR-081998,PRJ-00663,RDO,Approved,4
APR-081999,PRJ-04804,RDO,Approved,34
APR-082000,PRJ-04968,RDO,Approved,12
APR-082001,PRJ-01239,PWD,Approved,25
APR-082002,PRJ-04900,RDO,Pending,304
APR-082003,PRJ-01158,Revenue,Approved,39
APR-082004,PRJ-02445,Revenue,Approved,9
APR-082005,PRJ-03766,District Administration,Approved,0
APR-082006,PRJ-04592,RDO,Approved,12
APR-082007,PRJ-03744,Rural Development,Pending,404
APR-082008,PRJ-04269,Revenue,Approved,22
APR-082009,PRJ-00656,Rural Development,Approved,41
APR-082010,PRJ-00618,Revenue,Approved,40
APR-082011,PRJ-03027,PWD,Approved,8
APR-082012,PRJ-01580,PWD,Approved,28
APR-082013,PRJ-00681,Revenue,Pending,438
APR-082014,PRJ-01703,PWD,Approved,37
APR-082015,PRJ-01696,District Administration,Pending,351
APR-082016,PRJ-03846,Revenue,Approved,9
APR-082017,PRJ-00001,RDO,Approved,40
APR-082018,PRJ-01927,PWD,Approved,3
APR-082019,PRJ-01815,Rural Development,Approved,32
APR-082020,PRJ-04345,District Administration,Approved,34
APR-082021,PRJ-03391,Rural Development,Approved,39
APR-082022,PRJ-02250,Rural Development,Pending,429
APR-082023,PRJ-03502,RDO,Approved,22
APR-082024,PRJ-04468,RDO,Approved,43
APR-082025,PRJ-03940,Revenue,Approved,19
APR-082026,PRJ-02143,District Administration,Approved,30
APR-082027,PRJ-03485,Revenue,Approved,20
APR-082028,PRJ-03187,District Administration,Approved,43
APR-082029,PRJ-01655,District Administration,Approved,21
APR-082030,PRJ-01882,Revenue,Approved,31
APR-082031,PRJ-01846,RDO,Approved,1
APR-082032,PRJ-00085,Rural Development,Approved,39
APR-082033,PRJ-00469,Revenue,Approved,14
APR-082034,PRJ-01063,District Administration,Approved,27
APR-082035,PRJ-02955,PWD,Approved,24
APR-082036,PRJ-02705,Revenue,Approved,29
APR-082037,PRJ-02840,PWD,Approved,9
APR-082038,PRJ-00888,District Administration,Approved,31
APR-082039,PRJ-00048,District Administration,Approved,29
APR-082040,PRJ-01823,PWD,Approved,35
APR-082041,PRJ-04013,PWD,Approved,30
APR-082042,PRJ-04893,RDO,Approved,44
APR-082043,PRJ-01901,RDO,Approved,38
APR-082044,PRJ-02461,RDO,Approved,27
APR-082045,PRJ-00959,Revenue,Approved,34
APR-082046,PRJ-02568,RDO,Approved,15
APR-082047,PRJ-00418,RDO,Approved,31
APR-082048,PRJ-03317,RDO,Approved,19
APR-082049,PRJ-00777,PWD,Approved,24
APR-082050,PRJ-02995,Rural Development,Approved,12
APR-082051,PRJ-04488,PWD,Approved,7
APR-082052,PRJ-02200,Rural Development,Approved,21
APR-082053,PRJ-02825,PWD,Approved,42
APR-082054,PRJ-03236,Revenue,Approved,27
APR-082055,PRJ-02013,RDO,Approved,9
APR-082056,PRJ-01993,RDO,Approved,11
APR-082057,PRJ-03452,District Administration,Pending,438
APR-082058,PRJ-03574,PWD,Pending,236
APR-082059,PRJ-03625,District Administration,Approved,44
APR-082060,PRJ-00825,PWD,Approved,11
APR-082061,PRJ-04363,Revenue,Approved,8
APR-082062,PRJ-00672,District Administration,Approved,16
APR-082063,PRJ-00395,Rural Development,Approved,0
APR-082064,PRJ-04375,District Administration,Approved,31
APR-082065,PRJ-04057,Revenue,Approved,18
APR-082066,PRJ-00546,Rural Development,Pending,129
APR-082067,PRJ-02484,RDO,Approved,25
APR-082068,PRJ-04166,RDO,Approved,19
APR-082069,PRJ-00107,District Administration,Pending,95
APR-082070,PRJ-02297,RDO,Approved,25
APR-082071,PRJ-02555,District Administration,Approved,41
APR-082072,PRJ-03562,District Administration,Approved,10
APR-082073,PRJ-03166,Rural Development,Pending,300
APR-082074,PRJ-00940,District Administration,Approved,32
APR-082075,PRJ-01603,RDO,Approved,17
APR-082076,PRJ-01597,Revenue,Approved,4
APR-082077,PRJ-02317,Rural Development,Pending,124
APR-082078,PRJ-02496,District Administration,Approved,40
APR-082079,PRJ-04855,Rural Development,Approved,43
APR-082080,PRJ-03444,Revenue,Approved,23
APR-082081,PRJ-02833,PWD,Approved,30
APR-082082,PRJ-01338,District Administration,Approved,32
APR-082083,PRJ-02025,Revenue,Approved,27
