weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-071094,PRJ-01089,Low,1,42.4
WX-071095,PRJ-01491,Low,1,62.2
WX-071096,PRJ-03255,Medium,0,32.3
WX-071097,PRJ-02617,Low,4,14.1
WX-071098,PRJ-00879,Medium,1,96.1
WX-071099,PRJ-03176,Medium,0,14.6
WX-071100,PRJ-04560,Low,2,62.9
WX-071101,PRJ-02474,Medium,0,50.8
WX-071102,PRJ-04433,Low,4,31.7
WX-071103,PRJ-00373,Medium,2,10.5
WX-071104,PRJ-01637,Low,2,48.2
WX-071105,PRJ-03648,Medium,1,17.1
WX-071106,PRJ-00241,High,1,40.2
WX-071107,PRJ-01188,Low,2,33.9
WX-071108,PRJ-03944,Medium,2,97.8
WX-071109,PRJ-00948,Medium,2,64.3
WX-071110,PRJ-02551,High,3,90.1
WX-071111,PRJ-00006,Low,1,57.6
WX-071112,PRJ-01327,Medium,0,13.0
WX-071113,PRJ-02576,Low,2,5.0
WX-071114,PRJ-01788,Medium,4,60.4
WX-071115,PRJ-03123,High,2,36.3
WX-071116,PRJ-02649,Low,1,86.0
WX-071117,PRJ-04103,Medium,1,39.2
WX-071118,PRJ-02949,Low,0,74.0
WX-071119,PRJ-01890,High,1,28.6
WX-071120,PRJ-03601,Medium,1,75.4
WX-071121,PRJ-02162,Low,2,68.9
WX-071122,PRJ-02556,Medium,2,76.5
WX-071123,PRJ-02668,Low,0,35.7
WX-071124,PRJ-02734,Low,2,27.6
WX-071125,PRJ-00110,Low,1,65.7
WX-071126,PRJ-00226,Low,1,89.6
WX-071127,PRJ-01243,Low,2,3.4
WX-071128,PRJ-02724,Low,0,32.0
WX-071129,PRJ-03442,Medium,3,4.2
WX-071130,PRJ-03338,High,0,64.3
WX-071131,PRJ-00100,Low,2,92.8
WX-071132,PRJ-01846,Medium,4,48.8
WX-071133,PRJ-04209,Low,2,49.6
WX-071134,PRJ-04354,Low,3,22.4
WX-071135,PRJ-00582,Medium,0,95.6
WX-071136,PRJ-04707,Medium,2,86.1
WX-071137,PRJ-03252,Medium,3,52.2
WX-071138,PRJ-03273,Low,1,86.3
WX-071139,PRJ-04906,Medium,0,89.6
WX-071140,PRJ-00170,Medium,4,60.8
WX-071141,PRJ-04763,Medium,2,99.2
WX-071142,PRJ-00209,Medium,1,69.2
WX-071143,PRJ-02196,High,1,27.8
WX-071144,PRJ-04439,Medium,2,59.5
WX-071145,PRJ-03346,Low,2,87.9
WX-071146,PRJ-03836,Medium,1,91.1
WX-071147,PRJ-04100,Low,4,56.3
WX-071148,PRJ-01793,Medium,3,54.9
WX-071149,PRJ-00119,High,1,28.0
WX-071150,PRJ-02944,Low,2,49.9
WX-071151,PRJ-04642,Medium,2,35.2
WX-071152,PRJ-04839,Low,2,47.7
WX-071153,PRJ-01022,Low,0,84.0
WX-071154,PRJ-02975,Medium,1,53.3
WX-071155,PRJ-01611,Medium,1,66.9
WX-071156,PRJ-03880,High,1,14.5
WX-071157,PRJ-00060,High,2,36.5
WX-071158,PRJ-00737,High,0,61.5
WX-071159,PRJ-01041,Medium,1,62.0
WX-071160,PRJ-04272,Medium,0,23.9
WX-071161,PRJ-03692,Low,4,93.9
WX-071162,PRJ-02350,High,1,78.4
WX-071163,PRJ-01227,Low,1,17.6
WX-071164,PRJ-03887,Low,3,90.2
WX-071165,PRJ-03176,Low,3,53.6
WX-071166,PRJ-00506,Medium,3,75.3
WX-071167,PRJ-03133,Medium,0,66.6
WX-071168,PRJ-00919,Low,5,87.8
WX-071169,PRJ-02788,High,3,4.8
WX-071170,PRJ-03865,Medium,0,85.4
WX-071171,PRJ-01054,Medium,1,84.6
WX-071172,PRJ-02283,Low,1,39.2
WX-071173,PRJ-00353,Low,1,8.2
WX-071174,PRJ-00163,Low,1,77.3
WX-071175,PRJ-01432,Medium,0,34.2
WX-071176,PRJ-00006,Low,1,36.6
WX-071177,PRJ-00293,Low,0,36.7
WX-071178,PRJ-00779,Low,1,59.8
WX-071179,PRJ-01886,Medium,1,1.2
WX-071180,PRJ-03021,Low,1,59.3
WX-071181,PRJ-02196,Medium,5,13.9
WX-071182,PRJ-00704,Medium,0,47.4
WX-071183,PRJ-04984,Low,3,39.5
WX-071184,PRJ-02347,High,1,11.0
WX-071185,PRJ-01770,Low,0,22.4
WX-071186,PRJ-00306,Medium,1,81.0
WX-071187,PRJ-01186,High,2,64.6
WX-071188,PRJ-02747,Medium,3,62.6
WX-071189,PRJ-02766,Low,1,71.5
WX-071190,PRJ-02528,Low,0,96.3
WX-071191,PRJ-04715,Low,1,72.6
WX-071192,PRJ-01181,High,1,17.6
WX-071193,PRJ-00966,Low,1,52.2
WX-071194,PRJ-04592,Medium,2,62.2
WX-071195,PRJ-01256,Low,0,59.0
WX-071196,PRJ-05000,Low,1,22.9
WX-071197,PRJ-04500,Medium,1,1.1
WX-071198,PRJ-01353,Low,1,63.0
WX-071199,PRJ-02900,Medium,0,66.7
WX-071200,PRJ-03387,Medium,2,75.0
WX-071201,PRJ-01566,High,0,97.7
WX-071202,PRJ-04195,High,2,7.8
WX-071203,PRJ-04260,Medium,1,69.1
WX-071204,PRJ-00209,Low,1,38.6
WX-071205,PRJ-04663,Low,1,91.2
WX-071206,PRJ-03053,Low,1,69.2
WX-071207,PRJ-03582,Medium,1,40.2
WX-071208,PRJ-00922,Low,2,52.1
WX-071209,PRJ-01219,High,1,82.0
WX-071210,PRJ-00770,Low,0,3.8
WX-071211,PRJ-02215,Medium,0,23.2
WX-071212,PRJ-01339,Medium,1,19.9
WX-071213,PRJ-02600,Medium,2,6.8
WX-071214,PRJ-04910,Medium,5,4.8
WX-071215,PRJ-04237,Low,2,25.8
WX-071216,PRJ-00114,Low,1,88.0
WX-071217,PRJ-02566,Medium,3,49.8
WX-071218,PRJ-02608,Low,1,89.3
WX-071219,PRJ-00755,Low,1,50.3
WX-071220,PRJ-00592,Medium,2,78.7
WX-071221,PRJ-01121,Medium,4,94.8
WX-071222,PRJ-01115,Low,0,77.3
WX-071223,PRJ-04537,High,4,87.6
WX-071224,PRJ-01667,Low,0,29.9
WX-071225,PRJ-02662,Medium,1,41.3
WX-071226,PRJ-01685,Low,0,47.0
WX-071227,PRJ-03356,Medium,0,25.0
WX-071228,PRJ-00432,Medium,2,62.5
WX-071229,PRJ-01659,Low,1,3.4
WX-071230,PRJ-02448,High,1,63.3
WX-071231,PRJ-00316,Medium,2,96.5
WX-071232,PRJ-02866,Medium,2,55.3
WX-071233,PRJ-00214,Medium,3,1.2
WX-071234,PRJ-02846,Medium,0,40.8
WX-071235,PRJ-00995,High,2,56.8
WX-071236,PRJ-00298,High,1,22.9
WX-071237,PRJ-00058,Low,2,55.0
WX-071238,PRJ-04788,Medium,2,84.7
WX-071239,PRJ-00783,Medium,0,59.4
WX-071240,PRJ-03368,Low,1,22.4
WX-071241,PRJ-02411,Medium,0,4.4
WX-071242,PRJ-02444,Low,2,79.2
WX-071243,PRJ-03603,Medium,1,99.9
WX-071244,PRJ-03954,Low,4,19.8
WX-071245,PRJ-00449,Medium,0,32.6
WX-071246,PRJ-00191,Low,0,66.9
WX-071247,PRJ-02158,Medium,0,73.2
WX-071248,PRJ-03414,Low,1,77.9
WX-071249,PRJ-02682,High,2,51.7
WX-071250,PRJ-00332,Low,0,21.2
WX-071251,PRJ-02054,Low,2,87.0
WX-071252,PRJ-02227,Medium,6,92.2
WX-071253,PRJ-01865,Medium,4,12.9
WX-071254,PRJ-01360,Low,0,42.8
WX-071255,PRJ-04268,Low,0,62.5
WX-071256,PRJ-02363,High,3,52.6
WX-071257,PRJ-03868,Medium,1,44.3
WX-071258,PRJ-04211,Medium,1,1.4
WX-071259,PRJ-02436,Low,1,48.2
WX-071260,PRJ-02507,Low,0,60.0
WX-071261,PRJ-02628,High,2,43.6
WX-071262,PRJ-00013,Low,0,30.9
WX-071263,PRJ-02204,Medium,4,96.2
WX-071264,PRJ-04855,Medium,2,36.1
WX-071265,PRJ-02450,High,2,42.1
WX-071266,PRJ-02660,Medium,2,30.8
WX-071267,PRJ-00150,Medium,5,3.0
WX-071268,PRJ-02057,Low,2,85.5
WX-071269,PRJ-02787,Medium,4,22.2
WX-071270,PRJ-03641,Medium,1,32.7
WX-071271,PRJ-01714,Low,3,22.6
WX-071272,PRJ-04523,Low,1,97.3
WX-071273,PRJ-01560,Medium,1,28.9
WX-071274,PRJ-03121,High,2,53.8
WX-071275,PRJ-00828,Low,0,63.2
WX-071276,PRJ-01542,Low,2,89.8
WX-071277,PRJ-04460,High,0,62.0
WX-071278,PRJ-02309,Low,1,24.0
WX-071279,PRJ-01477,Low,5,89.9
WX-071280,PRJ-01447,Low,1,91.6
WX-071281,PRJ-00711,High,1,9.8
WX-071282,PRJ-00137,Medium,0,56.7
WX-071283,PRJ-02253,Low,1,30.4
WX-071284,PRJ-01282,High,1,66.2
WX-071285,PRJ-03189,Medium,5,73.5
WX-071286,PRJ-01395,Low,0,96.6
WX-071287,PRJ-00244,Medium,2,33.8
WX-071288,PRJ-03023,Low,1,80.8
WX-071289,PRJ-01029,Medium,4,58.0
WX-071290,PRJ-04981,Medium,1,53.0
WX-071291,PRJ-00855,High,0,19.5
WX-071292,PRJ-04826,Medium,1,61.2
WX-071293,PRJ-00188,Low,1,25.1
WX-071294,PRJ-02707,High,1,28.4
WX-071295,PRJ-00072,Medium,0,61.9
WX-071296,PRJ-02230,Low,1,23.1
WX-071297,PRJ-04934,Low,1,87.1
WX-071298,PRJ-01597,High,1,42.5
WX-071299,PRJ-02371,Low,1,81.7
WX-071300,PRJ-01923,Low,3,97.5
WX-071301,PRJ-04444,High,2,97.1
WX-071302,PRJ-04810,Medium,3,47.8
WX-071303,PRJ-02019,Low,1,11.0
WX-071304,PRJ-01431,Low,2,65.1
WX-071305,PRJ-01968,Medium,3,37.7
WX-071306,PRJ-02984,Medium,2,14.1
WX-071307,PRJ-04826,High,0,44.3
WX-071308,PRJ-04055,Low,1,94.3
WX-071309,PRJ-01173,Medium,1,83.3
WX-071310,PRJ-02676,Low,2,67.7
WX-071311,PRJ-01522,High,5,11.4
WX-071312,PRJ-03757,Low,0,28.3
WX-071313,PRJ-02117,Low,3,79.6
WX-071314,PRJ-01101,Low,1,59.0
WX-071315,PRJ-02588,High,1,54.7
WX-071316,PRJ-04431,Low,0,21.7
WX-071317,PRJ-01610,Low,2,89.5
WX-071318,PRJ-04809,Medium,2,30.5
WX-071319,PRJ-04685,Medium,1,31.5
WX-071320,PRJ-03333,Low,2,44.9
WX-071321,PRJ-03848,Low,3,46.7
WX-071322,PRJ-04562,Medium,2,68.0
WX-071323,PRJ-04215,Low,3,2.4
WX-071324,PRJ-04725,Low,2,84.3
WX-071325,PRJ-01908,Low,2,91.2
WX-071326,PRJ-01491,High,4,70.7
WX-071327,PRJ-04321,Low,1,19.3
WX-071328,PRJ-03024,Medium,3,96.5
WX-071329,PRJ-04084,High,2,49.7
WX-071330,PRJ-00290,Low,3,37.9
WX-071331,PRJ-03994,High,1,43.1
WX-071332,PRJ-02319,Low,5,98.5
WX-071333,PRJ-03589,Low,0,7.8
WX-071334,PRJ-02091,Low,3,76.0
WX-071335,PRJ-03527,High,0,62.6
WX-071336,PRJ-02180,Low,1,16.0
WX-071337,PRJ-02317,Medium,0,77.0
WX-071338,PRJ-01821,Medium,1,30.3
WX-071339,PRJ-01672,High,0,96.0
WX-071340,PRJ-04765,Low,2,25.8
WX-071341,PRJ-04732,Low,0,85.6
WX-071342,PRJ-01366,Low,3,18.8
WX-071343,PRJ-01021,Medium,1,10.1
WX-071344,PRJ-04841,Low,0,57.3
WX-071345,PRJ-03293,Medium,2,83.2
WX-071346,PRJ-01811,Medium,0,7.8
WX-071347,PRJ-04818,Medium,0,30.5
WX-071348,PRJ-00179,Low,2,96.2
WX-071349,PRJ-01955,Low,1,36.3
WX-071350,PRJ-04820,Low,2,91.6
WX-071351,PRJ-01470,Medium,1,90.9
WX-071352,PRJ-02244,High,1,90.6
WX-071353,PRJ-02667,Low,1,78.5
WX-071354,PRJ-03906,Low,1,62.3
WX-071355,PRJ-00254,Medium,0,63.9
WX-071356,PRJ-04573,Medium,1,77.4
WX-071357,PRJ-03131,High,0,46.5
WX-071358,PRJ-00391,Low,1,41.2
WX-071359,PRJ-02667,Medium,1,86.3
WX-071360,PRJ-02961,Low,2,80.6
WX-071361,PRJ-02625,Medium,4,54.9
WX-071362,PRJ-02208,Medium,4,50.9
WX-071363,PRJ-01388,High,2,67.7
WX-071364,PRJ-01788,Low,3,59.1
WX-071365,PRJ-03015,Low,1,77.3
WX-071366,PRJ-01288,Low,4,66.6
WX-071367,PRJ-00816,High,2,78.2
WX-071368,PRJ-03466,Low,0,58.8
WX-071369,PRJ-03125,Medium,1,98.9
WX-071370,PRJ-03800,High,5,22.7
WX-071371,PRJ-00871,Medium,3,57.8
WX-071372,PRJ-03319,Low,1,0.6
WX-071373,PRJ-01026,Low,4,13.8
WX-071374,PRJ-01642,Low,1,43.2
WX-071375,PRJ-04675,Low,2,58.4
WX-071376,PRJ-04526,Low,4,50.0
WX-071377,PRJ-00116,Low,1,87.1
WX-071378,PRJ-04003,High,1,96.9
WX-071379,PRJ-00483,Low,0,25.7
WX-071380,PRJ-02729,Medium,3,4.9
WX-071381,PRJ-03925,Medium,2,83.2
WX-071382,PRJ-04461,Medium,2,25.8
WX-071383,PRJ-01802,High,2,47.4
WX-071384,PRJ-01211,Low,2,18.7
WX-071385,PRJ-03321,High,3,72.5
WX-071386,PRJ-02976,High,0,40.9
WX-071387,PRJ-04393,High,2,14.7
WX-071388,PRJ-01632,Low,1,57.8
WX-071389,PRJ-04258,Medium,2,81.4
WX-071390,PRJ-04125,Medium,1,39.3
WX-071391,PRJ-04015,Low,2,43.1
WX-071392,PRJ-00442,Low,1,71.1
WX-071393,PRJ-00626,Medium,6,28.6
WX-071394,PRJ-03900,Medium,0,76.8
WX-071395,PRJ-04977,Low,1,85.0
WX-071396,PRJ-01014,Low,1,21.4
WX-071397,PRJ-04852,Medium,1,45.3
WX-071398,PRJ-04184,Low,3,23.5
WX-071399,PRJ-04447,Low,1,80.4
WX-071400,PRJ-03745,Medium,2,64.4
WX-071401,PRJ-02041,Low,1,94.8
WX-071402,PRJ-03503,Low,2,67.7
WX-071403,PRJ-01631,Medium,2,66.1
WX-071404,PRJ-00705,Low,2,90.7
WX-071405,PRJ-02098,Low,1,10.0
WX-071406,PRJ-02287,Medium,2,81.3
WX-071407,PRJ-00539,Low,0,22.2
WX-071408,PRJ-01757,Low,2,6.5
WX-071409,PRJ-03090,Medium,1,77.4
WX-071410,PRJ-00373,Medium,1,76.9
WX-071411,PRJ-01182,Low,0,68.7
WX-071412,PRJ-03307,Medium,2,81.5
WX-071413,PRJ-02967,Low,6,45.7
WX-071414,PRJ-04012,Low,3,96.6
WX-071415,PRJ-00984,Medium,2,0.5
WX-071416,PRJ-04098,Medium,3,62.1
WX-071417,PRJ-03001,High,1,73.7
WX-071418,PRJ-04039,Low,2,34.4
WX-071419,PRJ-00102,Medium,3,14.2
WX-071420,PRJ-02518,Medium,1,10.9
WX-071421,PRJ-01047,Medium,0,73.6
WX-071422,PRJ-03143,High,0,25.3
WX-071423,PRJ-01208,Medium,1,48.8
WX-071424,PRJ-03490,Low,1,45.7
WX-071425,PRJ-04890,Low,2,27.1
WX-071426,PRJ-01916,Low,4,39.1
WX-071427,PRJ-02107,Low,2,81.8
WX-071428,PRJ-03649,High,1,83.0
WX-071429,PRJ-01364,Medium,1,39.1
WX-071430,PRJ-03215,Medium,0,72.2
WX-071431,PRJ-03916,Medium,1,45.3
WX-071432,PRJ-03016,Medium,0,56.0
WX-071433,PRJ-03816,Medium,1,83.9
WX-071434,PRJ-03579,Low,0,81.1
WX-071435,PRJ-04670,Low,1,10.3
WX-071436,PRJ-03105,Medium,3,97.3
WX-071437,PRJ-00004,Low,2,99.6
WX-071438,PRJ-02258,Low,0,84.0
WX-071439,PRJ-02512,Low,0,51.9
WX-071440,PRJ-00660,Medium,0,65.8
WX-071441,PRJ-02747,Medium,2,32.1
WX-071442,PRJ-02145,Medium,0,71.6
WX-071443,PRJ-03595,Medium,2,5.2
WX-071444,PRJ-03940,Medium,1,62.8
WX-071445,PRJ-02695,Low,3,44.2
WX-071446,PRJ-00323,Low,0,48.9
WX-071447,PRJ-00270,High,4,75.1
WX-071448,PRJ-00368,Low,3,57.7
WX-071449,PRJ-03244,Medium,2,23.5
WX-071450,PRJ-03747,Low,0,51.5
WX-071451,PRJ-01794,Medium,1,13.3
WX-071452,PRJ-01783,Medium,2,1.4
WX-071453,PRJ-00813,High,2,39.2
WX-071454,PRJ-04134,Low,0,92.9
WX-071455,PRJ-03679,Low,1,82.7
WX-071456,PRJ-00067,Low,0,59.0
WX-071457,PRJ-00279,High,1,65.0
WX-071458,PRJ-02644,Medium,1,63.6
WX-071459,PRJ-03886,Medium,1,96.7
WX-071460,PRJ-02096,Low,0,40.8
WX-071461,PRJ-00346,Low,3,36.4
WX-071462,PRJ-04064,Medium,2,40.3
WX-071463,PRJ-04289,Medium,0,84.9
WX-071464,PRJ-02428,Medium,2,80.6
WX-071465,PRJ-03840,Medium,2,92.5
WX-071466,PRJ-00703,Medium,4,47.9
WX-071467,PRJ-03450,Low,1,11.5
WX-071468,PRJ-04659,Low,1,55.3
WX-071469,PRJ-03982,Low,0,96.3
WX-071470,PRJ-04802,Low,1,54.9
WX-071471,PRJ-03767,High,1,67.1
WX-071472,PRJ-04668,Low,1,40.4
WX-071473,PRJ-00229,Low,1,37.8
WX-071474,PRJ-01707,Medium,0,51.0
WX-071475,PRJ-00754,Low,0,43.3
WX-071476,PRJ-03628,Low,1,18.9
WX-071477,PRJ-04724,Medium,2,8.5
WX-071478,PRJ-03179,Medium,3,86.4
WX-071479,PRJ-02586,Low,3,40.7
WX-071480,PRJ-03100,Low,0,53.0
WX-071481,PRJ-00126,High,1,26.7
WX-071482,PRJ-04711,Medium,2,88.5
WX-071483,PRJ-01638,Low,0,57.4
WX-071484,PRJ-04138,High,1,15.6
WX-071485,PRJ-03818,Medium,3,77.3
WX-071486,PRJ-03666,High,0,28.0
WX-071487,PRJ-01536,Low,0,8.5
WX-071488,PRJ-03083,Medium,2,32.4
WX-071489,PRJ-01079,Medium,2,59.7
WX-071490,PRJ-00821,Low,1,96.2
WX-071491,PRJ-02965,Medium,2,73.6
WX-071492,PRJ-04454,Medium,3,95.3
WX-071493,PRJ-01081,Low,1,73.4
WX-071494,PRJ-01764,Low,3,37.9
WX-071495,PRJ-02195,Low,0,31.4
WX-071496,PRJ-02421,Low,1,88.1
WX-071497,PRJ-04667,Low,1,33.8
WX-071498,PRJ-04933,High,2,88.5
WX-071499,PRJ-01945,Medium,0,88.3
WX-071500,PRJ-01681,Medium,5,18.5
WX-071501,PRJ-02842,High,1,24.1
WX-071502,PRJ-04834,Low,3,27.7
WX-071503,PRJ-00628,High,2,74.2
WX-071504,PRJ-04139,Medium,1,2.0
WX-071505,PRJ-00398,Low,2,71.9
WX-071506,PRJ-04021,Medium,1,64.3
WX-071507,PRJ-04962,Medium,1,41.6
WX-071508,PRJ-03535,Medium,1,66.8
WX-071509,PRJ-03328,Medium,0,71.2
WX-071510,PRJ-02582,Medium,1,86.7
WX-071511,PRJ-00971,Low,0,39.1
WX-071512,PRJ-00835,Medium,3,13.0
WX-071513,PRJ-03953,Medium,1,25.5
WX-071514,PRJ-00407,Low,0,97.9
WX-071515,PRJ-04723,Medium,2,21.0
WX-071516,PRJ-00020,Low,2,35.7
WX-071517,PRJ-02176,Low,2,46.7
WX-071518,PRJ-02981,Medium,1,67.4
WX-071519,PRJ-02004,Low,1,91.3
WX-071520,PRJ-01457,High,3,32.3
WX-071521,PRJ-03045,Medium,3,93.2
WX-071522,PRJ-01444,Low,0,94.9
WX-071523,PRJ-01327,High,1,72.7
WX-071524,PRJ-00538,Medium,4,30.7
WX-071525,PRJ-02399,Low,1,40.2
WX-071526,PRJ-02249,Low,3,68.4
WX-071527,PRJ-01959,High,0,86.6
WX-071528,PRJ-04557,Low,2,36.1
WX-071529,PRJ-00459,Medium,0,21.1
WX-071530,PRJ-01714,Medium,1,98.4
WX-071531,PRJ-04096,Medium,0,14.6
WX-071532,PRJ-03536,High,3,0.5
WX-071533,PRJ-02310,Medium,1,16.6
WX-071534,PRJ-02541,Medium,3,23.1
WX-071535,PRJ-03488,Low,1,95.3
WX-071536,PRJ-03426,Medium,4,75.6
WX-071537,PRJ-03742,Low,2,88.5
WX-071538,PRJ-02935,Low,4,40.5
WX-071539,PRJ-03001,High,0,29.3
WX-071540,PRJ-03024,High,3,43.7
WX-071541,PRJ-01493,Low,2,19.5
WX-071542,PRJ-02633,Low,2,23.1
WX-071543,PRJ-02049,High,3,11.8
WX-071544,PRJ-00080,Medium,1,89.7
WX-071545,PRJ-03475,High,1,39.5
WX-071546,PRJ-03804,Medium,0,39.5
WX-071547,PRJ-01042,High,2,85.3
WX-071548,PRJ-01851,Low,1,26.1
WX-071549,PRJ-03355,Medium,1,82.3
WX-071550,PRJ-03074,High,1,63.6
WX-071551,PRJ-02006,Medium,2,16.3
WX-071552,PRJ-02632,Low,0,85.1
WX-071553,PRJ-02098,Low,1,53.9
WX-071554,PRJ-02216,Medium,4,83.6
WX-071555,PRJ-01728,High,3,50.8
WX-071556,PRJ-01659,Low,2,61.6
WX-071557,PRJ-04806,Medium,3,53.1
WX-071558,PRJ-04619,Low,0,43.9
WX-071559,PRJ-04901,Medium,3,29.2
WX-071560,PRJ-01652,Low,1,89.4
WX-071561,PRJ-02545,Medium,0,92.3
WX-071562,PRJ-04701,High,2,13.9
WX-071563,PRJ-02864,Medium,3,63.9
WX-071564,PRJ-02131,Low,6,44.3
WX-071565,PRJ-04791,Low,1,52.2
WX-071566,PRJ-00257,High,3,85.1
WX-071567,PRJ-03614,Low,1,89.5
WX-071568,PRJ-04974,Low,2,11.4
WX-071569,PRJ-00384,High,2,96.6
WX-071570,PRJ-04209,Low,4,65.3
WX-071571,PRJ-00838,Low,3,49.4
WX-071572,PRJ-01271,Medium,1,47.2
WX-071573,PRJ-03703,Low,1,42.9
WX-071574,PRJ-01742,High,1,14.5
WX-071575,PRJ-00841,Medium,2,26.5
WX-071576,PRJ-04983,Low,3,46.4
WX-071577,PRJ-00742,Medium,0,91.5
WX-071578,PRJ-03087,Low,1,40.2
WX-071579,PRJ-01829,Low,1,60.6
WX-071580,PRJ-03009,Medium,1,36.4
WX-071581,PRJ-00218,Medium,0,0.4
WX-071582,PRJ-01457,Medium,2,87.3
WX-071583,PRJ-04271,Low,1,45.2
WX-071584,PRJ-02763,Medium,1,37.3
WX-071585,PRJ-04337,Low,0,75.2
WX-071586,PRJ-04155,High,2,91.8
WX-071587,PRJ-00329,Medium,0,34.6
WX-071588,PRJ-03263,Low,1,65.9
WX-071589,PRJ-04033,Medium,1,73.9
WX-071590,PRJ-04924,Medium,1,70.9
WX-071591,PRJ-00552,Medium,2,52.8
WX-071592,PRJ-00532,Low,0,1.7
WX-071593,PRJ-04771,Low,3,49.7
WX-071594,PRJ-00725,Low,1,58.0
WX-071595,PRJ-02984,Low,0,40.5
WX-071596,PRJ-03861,Low,0,19.3
WX-071597,PRJ-04059,Medium,2,51.2
WX-071598,PRJ-03410,High,2,61.9
WX-071599,PRJ-03696,Low,3,69.6
WX-071600,PRJ-03981,Low,0,14.5
WX-071601,PRJ-03656,Low,4,65.3
WX-071602,PRJ-03301,Low,0,28.1
WX-071603,PRJ-00975,High,1,61.3
WX-071604,PRJ-04990,High,2,52.8
WX-071605,PRJ-03938,Low,3,32.0
WX-071606,PRJ-01648,Low,1,17.2
WX-071607,PRJ-02762,Low,1,17.3
WX-071608,PRJ-01434,Low,2,82.8
WX-071609,PRJ-01719,Medium,1,71.2
WX-071610,PRJ-01386,High,2,10.5
WX-071611,PRJ-00742,Medium,1,8.2
WX-071612,PRJ-03948,Low,2,59.2
WX-071613,PRJ-03371,Low,2,3.6
WX-071614,PRJ-01807,Low,0,2.2
WX-071615,PRJ-04466,High,0,52.4
WX-071616,PRJ-02224,High,1,98.7
WX-071617,PRJ-03557,Medium,0,83.4
WX-071618,PRJ-01742,Low,4,64.2
WX-071619,PRJ-02108,Medium,1,77.7
WX-071620,PRJ-04835,Medium,3,75.8
WX-071621,PRJ-00111,Medium,1,47.2
WX-071622,PRJ-03113,High,1,17.7
WX-071623,PRJ-01829,Medium,2,50.0
WX-071624,PRJ-01380,Low,3,77.9
WX-071625,PRJ-00671,Medium,2,80.5
WX-071626,PRJ-03898,Low,4,7.9
WX-071627,PRJ-01006,High,0,12.1
WX-071628,PRJ-02153,Low,2,12.6
WX-071629,PRJ-04251,Low,1,34.4
WX-071630,PRJ-00102,Low,2,48.8
WX-071631,PRJ-03617,Medium,1,36.1
WX-071632,PRJ-03942,Low,2,90.3
WX-071633,PRJ-02884,Medium,0,61.3
WX-071634,PRJ-02584,Medium,0,69.6
WX-071635,PRJ-02772,Low,2,67.2
WX-071636,PRJ-03456,Low,2,41.8
WX-071637,PRJ-00828,Low,1,16.1
WX-071638,PRJ-02842,Medium,2,81.3
WX-071639,PRJ-04375,Low,1,36.6
WX-071640,PRJ-03812,Medium,0,86.6
WX-071641,PRJ-01435,Medium,0,48.8
WX-071642,PRJ-03498,Medium,0,61.9
WX-071643,PRJ-04690,High,1,8.4
WX-071644,PRJ-02982,Medium,1,0.1
WX-071645,PRJ-00088,Low,3,25.2
WX-071646,PRJ-00156,High,1,16.1
WX-071647,PRJ-00064,Medium,2,29.6
WX-071648,PRJ-04509,High,1,18.5
WX-071649,PRJ-00819,Low,2,71.6
WX-071650,PRJ-00327,Medium,0,59.8
WX-071651,PRJ-04155,Low,2,30.8
WX-071652,PRJ-02531,Low,1,77.6
WX-071653,PRJ-02301,Medium,0,57.1
WX-071654,PRJ-02424,High,0,29.5
WX-071655,PRJ-04016,Low,3,80.1
WX-071656,PRJ-01296,Medium,0,51.5
WX-071657,PRJ-03649,Low,1,89.3
WX-071658,PRJ-04177,Low,1,47.3
WX-071659,PRJ-04293,Low,3,5.9
WX-071660,PRJ-01426,Medium,2,53.8
WX-071661,PRJ-01483,Medium,3,42.4
WX-071662,PRJ-00003,Low,1,90.5
WX-071663,PRJ-03222,Medium,2,95.3
WX-071664,PRJ-00115,Low,2,86.3
WX-071665,PRJ-03969,High,4,7.7
WX-071666,PRJ-03710,Medium,0,14.1
WX-071667,PRJ-01874,Low,2,82.1
WX-071668,PRJ-01512,Medium,3,34.1
WX-071669,PRJ-02855,Low,1,16.3
WX-071670,PRJ-03954,Low,3,53.4
WX-071671,PRJ-03553,Medium,1,42.5
WX-071672,PRJ-04691,Low,1,23.2
WX-071673,PRJ-03392,Medium,1,98.6
WX-071674,PRJ-04149,High,1,50.4
WX-071675,PRJ-03273,High,1,20.4
WX-071676,PRJ-01415,Low,1,6.9
WX-071677,PRJ-02643,Low,3,45.9
WX-071678,PRJ-03891,High,1,28.1
WX-071679,PRJ-03294,Low,0,98.7
WX-071680,PRJ-04723,High,1,32.9
WX-071681,PRJ-03522,Medium,3,93.8
WX-071682,PRJ-02254,High,2,27.6
WX-071683,PRJ-00703,Low,0,45.4
WX-071684,PRJ-01141,Medium,3,0.7
WX-071685,PRJ-04547,Low,2,63.3
WX-071686,PRJ-03326,Medium,2,46.9
WX-071687,PRJ-00997,Medium,2,37.4
WX-071688,PRJ-01727,High,0,57.0
WX-071689,PRJ-00841,Low,2,98.7
WX-071690,PRJ-03062,Low,2,72.9
WX-071691,PRJ-01892,Low,1,85.2
WX-071692,PRJ-02244,Low,3,79.5
WX-071693,PRJ-03152,Medium,0,90.8
WX-071694,PRJ-00553,High,1,57.0
