response_id,project_id,stakeholder_type,response_time_days,responsiveness_score
RESP-072404,PRJ-03570,Project Manager,6,98.5
RESP-072405,PRJ-02637,RDO,27,77.3
RESP-072406,PRJ-03726,Project Manager,4,76.6
RESP-072407,PRJ-03271,Landowner,15,100.0
RESP-072408,PRJ-00064,RDO,41,100.0
RESP-072409,PRJ-00868,Contractor,3,78.9
RESP-072410,PRJ-02154,RDO,14,100.0
RESP-072411,PRJ-03533,Revenue Officer,16,88.9
RESP-072412,PRJ-00291,Contractor,3,100.0
RESP-072413,PRJ-01916,Landowner,5,96.5
RESP-072414,PRJ-02217,Landowner,9,100.0
RESP-072415,PRJ-02326,Revenue Officer,18,100.0
RESP-072416,PRJ-04014,RDO,10,90.3
RESP-072417,PRJ-01256,Contractor,8,80.5
RESP-072418,PRJ-01544,Revenue Officer,4,90.8
RESP-072419,PRJ-03581,Landowner,9,93.7
RESP-072420,PRJ-02023,RDO,11,81.5
RESP-072421,PRJ-03198,Revenue Officer,21,98.4
RESP-072422,PRJ-02230,Contractor,27,100.0
RESP-072423,PRJ-00662,Landowner,9,94.0
RESP-072424,PRJ-03467,Revenue Officer,4,75.9
RESP-072425,PRJ-00089,Revenue Officer,8,83.2
RESP-072426,PRJ-03807,Revenue Officer,18,58.8
RESP-072427,PRJ-03038,Landowner,15,87.4
RESP-072428,PRJ-00863,Contractor,7,85.1
RESP-072429,PRJ-04579,RDO,12,100.0
RESP-072430,PRJ-03382,Revenue Officer,58,100.0
RESP-072431,PRJ-00499,Landowner,22,93.6
RESP-072432,PRJ-03631,Revenue Officer,20,74.2
RESP-072433,PRJ-00736,Contractor,5,100.0
RESP-072434,PRJ-02187,Project Manager,12,91.0
RESP-072435,PRJ-02570,Revenue Officer,15,88.5
RESP-072436,PRJ-04421,RDO,13,83.6
RESP-072437,PRJ-04443,Revenue Officer,5,96.3
RESP-072438,PRJ-04101,RDO,3,100.0
RESP-072439,PRJ-00699,RDO,21,62.3
RESP-072440,PRJ-00183,Landowner,7,83.2
RESP-072441,PRJ-02213,Contractor,6,98.0
RESP-072442,PRJ-02934,RDO,4,97.6
RESP-072443,PRJ-00400,Revenue Officer,3,86.2
RESP-072444,PRJ-04171,RDO,12,91.8
RESP-072445,PRJ-00431,Contractor,31,98.5
RESP-072446,PRJ-01015,Contractor,8,91.1
RESP-072447,PRJ-02564,Revenue Officer,8,70.1
RESP-072448,PRJ-02440,Revenue Officer,7,86.5
RESP-072449,PRJ-01361,Revenue Officer,18,87.2
RESP-072450,PRJ-00435,Project Manager,7,74.2
RESP-072451,PRJ-03295,Landowner,21,86.2
RESP-072452,PRJ-03509,Contractor,32,66.9
RESP-072453,PRJ-00313,Contractor,5,100.0
RESP-072454,PRJ-01788,Project Manager,25,82.9
RESP-072455,PRJ-04007,Project Manager,30,81.8
RESP-072456,PRJ-04491,Revenue Officer,4,79.2
RESP-072457,PRJ-04051,Contractor,7,100.0
RESP-072458,PRJ-01919,Contractor,8,95.4
RESP-072459,PRJ-02999,Landowner,10,92.8
RESP-072460,PRJ-04478,RDO,7,69.4
RESP-072461,PRJ-02169,Landowner,3,100.0
RESP-072462,PRJ-00111,Landowner,19,77.2
RESP-072463,PRJ-02718,Revenue Officer,17,84.0
RESP-072464,PRJ-02124,RDO,4,76.5
RESP-072465,PRJ-04422,Landowner,9,100.0
RESP-072466,PRJ-00970,Project Manager,14,57.3
RESP-072467,PRJ-00318,Landowner,7,79.9
RESP-072468,PRJ-03100,Project Manager,11,83.5
RESP-072469,PRJ-01235,Contractor,23,56.9
RESP-072470,PRJ-03668,Contractor,8,100.0
RESP-072471,PRJ-03372,Project Manager,12,99.8
RESP-072472,PRJ-04290,RDO,5,77.7
RESP-072473,PRJ-03062,Contractor,12,86.3
RESP-072474,PRJ-03759,RDO,9,90.2
RESP-072475,PRJ-02237,Contractor,3,98.5
RESP-072476,PRJ-01774,Landowner,3,94.8
RESP-072477,PRJ-03312,Landowner,14,94.4
RESP-072478,PRJ-01696,Landowner,10,85.1
RESP-072479,PRJ-02161,Revenue Officer,10,89.1
RESP-072480,PRJ-01573,Contractor,22,75.3
RESP-072481,PRJ-03932,RDO,8,57.3
RESP-072482,PRJ-00715,Contractor,22,81.6
RESP-072483,PRJ-01542,RDO,20,96.0
RESP-072484,PRJ-01266,RDO,42,75.5
RESP-072485,PRJ-00242,Revenue Officer,12,89.2
RESP-072486,PRJ-00345,Project Manager,8,99.0
RESP-072487,PRJ-04715,RDO,22,90.3
RESP-072488,PRJ-04076,Landowner,19,76.7
RESP-072489,PRJ-03658,Project Manager,15,100.0
RESP-072490,PRJ-01376,RDO,6,83.9
RESP-072491,PRJ-00163,Landowner,9,100.0
RESP-072492,PRJ-00432,Landowner,13,91.7
RESP-072493,PRJ-02947,Contractor,3,97.8
RESP-072494,PRJ-02181,Project Manager,7,99.5
RESP-072495,PRJ-00230,Project Manager,38,67.6
RESP-072496,PRJ-03339,Contractor,9,100.0
RESP-072497,PRJ-02674,Project Manager,9,93.5
RESP-072498,PRJ-00345,RDO,6,100.0
RESP-072499,PRJ-03937,Landowner,14,75.3
RESP-072500,PRJ-04404,Landowner,18,60.1
RESP-072501,PRJ-04093,Landowner,12,66.7
RESP-072502,PRJ-00855,Project Manager,5,78.2
RESP-072503,PRJ-00086,Project Manager,46,84.8
RESP-072504,PRJ-00629,Contractor,12,100.0
RESP-072505,PRJ-04173,Landowner,8,78.1
RESP-072506,PRJ-02741,Project Manager,11,100.0
RESP-072507,PRJ-04552,RDO,9,97.1
RESP-072508,PRJ-04348,Landowner,11,86.5
RESP-072509,PRJ-02063,RDO,4,73.5
RESP-072510,PRJ-01821,Project Manager,16,67.5
RESP-072511,PRJ-02444,Contractor,15,87.2
RESP-072512,PRJ-02909,Landowner,21,99.7
RESP-072513,PRJ-03404,Project Manager,11,74.7
RESP-072514,PRJ-03139,Revenue Officer,26,70.7
RESP-072515,PRJ-02334,Landowner,7,94.0
RESP-072516,PRJ-02574,Project Manager,8,89.0
RESP-072517,PRJ-04993,Revenue Officer,24,100.0
RESP-072518,PRJ-04007,Project Manager,5,81.5
RESP-072519,PRJ-00315,Contractor,16,79.0
RESP-072520,PRJ-02964,Contractor,17,98.6
RESP-072521,PRJ-01607,Landowner,12,100.0
RESP-072522,PRJ-01541,RDO,16,61.9
RESP-072523,PRJ-04085,Landowner,15,86.9
RESP-072524,PRJ-01266,RDO,17,100.0
RESP-072525,PRJ-03773,Project Manager,9,100.0
RESP-072526,PRJ-01963,Landowner,24,72.1
RESP-072527,PRJ-03626,RDO,16,91.1
RESP-072528,PRJ-02292,Project Manager,12,74.1
RESP-072529,PRJ-03576,Project Manager,11,74.1
RESP-072530,PRJ-02480,Contractor,11,88.0
RESP-072531,PRJ-01588,RDO,9,86.4
RESP-072532,PRJ-04115,RDO,10,90.1
RESP-072533,PRJ-00342,RDO,10,66.6
RESP-072534,PRJ-01746,RDO,7,60.1
RESP-072535,PRJ-04921,Revenue Officer,6,100.0
RESP-072536,PRJ-04938,Landowner,10,98.8
RESP-072537,PRJ-04497,Project Manager,11,94.6
RESP-072538,PRJ-04848,Revenue Officer,29,37.2
RESP-072539,PRJ-02028,Revenue Officer,1,73.6
RESP-072540,PRJ-04885,Project Manager,7,77.3
RESP-072541,PRJ-01995,RDO,7,67.2
RESP-072542,PRJ-01542,Contractor,14,76.0
RESP-072543,PRJ-02789,RDO,8,83.0
RESP-072544,PRJ-00434,Project Manager,5,84.4
RESP-072545,PRJ-04925,Landowner,26,100.0
RESP-072546,PRJ-02711,Project Manager,2,82.9
RESP-072547,PRJ-03624,Revenue Officer,12,94.9
RESP-072548,PRJ-04153,Revenue Officer,8,96.9
RESP-072549,PRJ-00594,Project Manager,22,82.3
RESP-072550,PRJ-02425,Contractor,9,81.4
RESP-072551,PRJ-00346,Contractor,9,78.9
RESP-072552,PRJ-02792,Revenue Officer,6,100.0
RESP-072553,PRJ-01222,Project Manager,5,80.5
RESP-072554,PRJ-04924,RDO,7,64.4
RESP-072555,PRJ-01341,Revenue Officer,11,69.4
RESP-072556,PRJ-04756,Landowner,5,82.0
RESP-072557,PRJ-00643,Revenue Officer,15,100.0
RESP-072558,PRJ-04765,Revenue Officer,10,100.0
RESP-072559,PRJ-03443,Landowner,18,59.5
RESP-072560,PRJ-01662,Landowner,7,95.9
RESP-072561,PRJ-02364,Landowner,5,87.6
RESP-072562,PRJ-00187,Revenue Officer,6,90.1
RESP-072563,PRJ-01048,Contractor,17,85.7
RESP-072564,PRJ-04732,Contractor,18,94.2
RESP-072565,PRJ-04800,Project Manager,6,54.5
RESP-072566,PRJ-04190,Project Manager,2,85.3
RESP-072567,PRJ-04054,Revenue Officer,21,51.3
RESP-072568,PRJ-02791,Contractor,10,98.1
RESP-072569,PRJ-01245,Revenue Officer,10,100.0
RESP-072570,PRJ-02546,Revenue Officer,8,75.6
RESP-072571,PRJ-01601,RDO,24,87.7
RESP-072572,PRJ-02376,Landowner,23,100.0
RESP-072573,PRJ-04217,Project Manager,6,100.0
RESP-072574,PRJ-00823,Landowner,3,78.3
RESP-072575,PRJ-04672,Contractor,23,91.0
RESP-072576,PRJ-03108,Contractor,11,81.8
RESP-072577,PRJ-00022,Landowner,1,86.8
RESP-072578,PRJ-00240,RDO,6,98.1
RESP-072579,PRJ-01357,Contractor,5,96.3
RESP-072580,PRJ-02210,Contractor,3,85.1
RESP-072581,PRJ-03668,Project Manager,6,94.8
RESP-072582,PRJ-01247,Contractor,12,100.0
RESP-072583,PRJ-02062,Revenue Officer,6,100.0
RESP-072584,PRJ-01065,Landowner,17,95.9
RESP-072585,PRJ-02680,Revenue Officer,29,60.0
RESP-072586,PRJ-03754,Project Manager,11,88.8
RESP-072587,PRJ-04715,Revenue Officer,5,90.6
RESP-072588,PRJ-03514,Project Manager,22,65.7
RESP-072589,PRJ-02931,Revenue Officer,21,90.8
RESP-072590,PRJ-00901,Project Manager,36,84.1
RESP-072591,PRJ-03983,Landowner,7,77.2
RESP-072592,PRJ-01618,Landowner,13,47.5
RESP-072593,PRJ-03420,Landowner,5,89.0
RESP-072594,PRJ-04725,Project Manager,6,71.9
RESP-072595,PRJ-04305,Project Manager,20,83.0
RESP-072596,PRJ-04962,Revenue Officer,19,81.2
RESP-072597,PRJ-04186,Project Manager,21,98.2
RESP-072598,PRJ-04274,Revenue Officer,11,75.4
RESP-072599,PRJ-01007,Landowner,5,77.9
RESP-072600,PRJ-04923,Contractor,31,82.5
RESP-072601,PRJ-02217,Landowner,13,96.4
RESP-072602,PRJ-01767,Revenue Officer,14,88.8
RESP-072603,PRJ-00850,Landowner,17,98.1
RESP-072604,PRJ-02210,Revenue Officer,6,76.9
RESP-072605,PRJ-04205,Project Manager,5,82.6
RESP-072606,PRJ-03009,Revenue Officer,8,85.4
RESP-072607,PRJ-01050,RDO,11,89.0
RESP-072608,PRJ-00648,RDO,7,83.3
RESP-072609,PRJ-03919,Revenue Officer,42,98.8
RESP-072610,PRJ-04889,Project Manager,12,71.7
RESP-072611,PRJ-00104,Project Manager,35,79.9
RESP-072612,PRJ-00606,Revenue Officer,11,98.4
RESP-072613,PRJ-00543,Landowner,12,100.0
RESP-072614,PRJ-02898,RDO,17,100.0
RESP-072615,PRJ-00031,Contractor,24,93.1
RESP-072616,PRJ-03544,Contractor,17,85.3
RESP-072617,PRJ-00709,Landowner,6,84.8
RESP-072618,PRJ-03460,Landowner,13,96.2
RESP-072619,PRJ-03678,RDO,18,100.0
RESP-072620,PRJ-03390,Revenue Officer,15,88.0
RESP-072621,PRJ-00600,Landowner,4,83.3
RESP-072622,PRJ-00183,Project Manager,8,80.4
RESP-072623,PRJ-01241,Landowner,8,82.2
RESP-072624,PRJ-00060,RDO,15,87.3
RESP-072625,PRJ-01014,Landowner,14,76.5
RESP-072626,PRJ-01554,Revenue Officer,3,98.0
RESP-072627,PRJ-00609,RDO,13,89.3
RESP-072628,PRJ-01896,Project Manager,32,69.1
RESP-072629,PRJ-04583,Revenue Officer,10,67.8
RESP-072630,PRJ-00272,Landowner,14,75.8
RESP-072631,PRJ-02364,RDO,9,88.7
RESP-072632,PRJ-02711,Landowner,9,81.4
RESP-072633,PRJ-01557,RDO,6,89.9
RESP-072634,PRJ-04062,Revenue Officer,6,96.8
RESP-072635,PRJ-03215,Revenue Officer,17,86.1
RESP-072636,PRJ-02713,Revenue Officer,12,87.4
RESP-072637,PRJ-01649,Revenue Officer,3,93.8
RESP-072638,PRJ-03698,Revenue Officer,10,97.7
RESP-072639,PRJ-00803,Project Manager,9,68.9
RESP-072640,PRJ-01876,Revenue Officer,13,92.7
RESP-072641,PRJ-02732,Revenue Officer,22,68.5
RESP-072642,PRJ-02141,Revenue Officer,11,100.0
RESP-072643,PRJ-03198,Project Manager,9,82.0
RESP-072644,PRJ-04690,Revenue Officer,4,96.5
RESP-072645,PRJ-01047,Revenue Officer,5,76.8
RESP-072646,PRJ-02050,Revenue Officer,9,99.6
RESP-072647,PRJ-04693,Landowner,11,84.5
RESP-072648,PRJ-03717,Project Manager,16,84.7
RESP-072649,PRJ-01434,Contractor,27,89.0
RESP-072650,PRJ-00259,Revenue Officer,5,84.8
RESP-072651,PRJ-03134,Project Manager,13,72.2
RESP-072652,PRJ-00533,Landowner,10,93.5
RESP-072653,PRJ-04550,Landowner,3,98.6
RESP-072654,PRJ-00212,RDO,5,100.0
RESP-072655,PRJ-04846,RDO,15,100.0
RESP-072656,PRJ-02081,Landowner,6,64.2
RESP-072657,PRJ-04605,RDO,4,100.0
RESP-072658,PRJ-02157,Landowner,9,84.8
RESP-072659,PRJ-01763,Revenue Officer,17,100.0
RESP-072660,PRJ-03063,Revenue Officer,22,73.7
RESP-072661,PRJ-03134,Revenue Officer,17,100.0
RESP-072662,PRJ-01025,Contractor,15,100.0
RESP-072663,PRJ-03298,Project Manager,23,80.7
RESP-072664,PRJ-03810,Contractor,13,82.8
RESP-072665,PRJ-03031,Project Manager,12,65.9
RESP-072666,PRJ-01727,Contractor,17,83.4
RESP-072667,PRJ-02025,Contractor,14,98.3
RESP-072668,PRJ-04082,Landowner,3,100.0
RESP-072669,PRJ-03380,Revenue Officer,8,72.0
RESP-072670,PRJ-03230,Landowner,16,100.0
RESP-072671,PRJ-00133,RDO,12,89.0
RESP-072672,PRJ-04329,RDO,14,94.1
RESP-072673,PRJ-03757,Contractor,9,95.9
RESP-072674,PRJ-01314,Landowner,8,78.9
RESP-072675,PRJ-04919,Contractor,13,100.0
RESP-072676,PRJ-04386,Revenue Officer,4,82.0
RESP-072677,PRJ-01236,RDO,31,92.9
RESP-072678,PRJ-00553,Project Manager,6,94.2
RESP-072679,PRJ-04489,RDO,14,95.2
RESP-072680,PRJ-02112,RDO,4,99.8
RESP-072681,PRJ-01504,Revenue Officer,2,88.8
RESP-072682,PRJ-01050,Contractor,23,75.5
RESP-072683,PRJ-01165,Revenue Officer,41,84.6
RESP-072684,PRJ-02735,RDO,4,90.4
RESP-072685,PRJ-03591,RDO,12,78.2
RESP-072686,PRJ-04891,Revenue Officer,12,95.5
RESP-072687,PRJ-04909,Project Manager,12,83.5
RESP-072688,PRJ-04907,Project Manager,37,79.5
RESP-072689,PRJ-01437,Revenue Officer,13,66.2
RESP-072690,PRJ-03699,RDO,12,65.6
RESP-072691,PRJ-04557,RDO,24,78.7
RESP-072692,PRJ-04245,Contractor,5,94.3
RESP-072693,PRJ-02321,Landowner,5,84.7
RESP-072694,PRJ-01068,Revenue Officer,6,65.0
RESP-072695,PRJ-01578,Landowner,10,91.7
RESP-072696,PRJ-03912,Landowner,7,92.1
RESP-072697,PRJ-00267,RDO,4,92.1
RESP-072698,PRJ-03576,Revenue Officer,27,77.6
RESP-072699,PRJ-01701,Landowner,37,91.9
RESP-072700,PRJ-00330,Landowner,6,100.0
RESP-072701,PRJ-02765,RDO,8,87.0
RESP-072702,PRJ-03693,Project Manager,14,86.2
RESP-072703,PRJ-04154,Contractor,15,66.4
RESP-072704,PRJ-00071,Landowner,18,69.3
RESP-072705,PRJ-04079,Project Manager,14,80.2
RESP-072706,PRJ-03911,Project Manager,11,89.3
RESP-072707,PRJ-04873,Contractor,4,100.0
RESP-072708,PRJ-00655,Landowner,8,87.9
RESP-072709,PRJ-01176,Project Manager,1,100.0
RESP-072710,PRJ-04095,Landowner,35,97.1
RESP-072711,PRJ-02804,RDO,7,91.2
RESP-072712,PRJ-00124,Revenue Officer,3,100.0
RESP-072713,PRJ-04736,Contractor,8,97.9
RESP-072714,PRJ-01193,Landowner,37,90.5
RESP-072715,PRJ-01714,Revenue Officer,7,81.5
RESP-072716,PRJ-04721,Revenue Officer,32,88.6
RESP-072717,PRJ-02348,Project Manager,10,91.8
RESP-072718,PRJ-03391,Contractor,15,100.0
RESP-072719,PRJ-00997,Contractor,12,99.3
RESP-072720,PRJ-03889,Landowner,32,93.2
RESP-072721,PRJ-04380,Contractor,24,86.0
RESP-072722,PRJ-04390,Landowner,20,96.9
RESP-072723,PRJ-04718,Landowner,7,79.7
RESP-072724,PRJ-03308,Contractor,8,88.7
RESP-072725,PRJ-03970,RDO,18,98.2
RESP-072726,PRJ-03740,Project Manager,23,75.3
RESP-072727,PRJ-02205,Revenue Officer,6,100.0
RESP-072728,PRJ-00409,Contractor,5,88.4
RESP-072729,PRJ-00500,Contractor,5,98.1
RESP-072730,PRJ-02264,Contractor,8,85.0
RESP-072731,PRJ-01028,Revenue Officer,24,100.0
RESP-072732,PRJ-04291,Contractor,4,79.9
RESP-072733,PRJ-02049,RDO,21,91.3
RESP-072734,PRJ-03048,RDO,7,92.4
RESP-072735,PRJ-04778,Contractor,9,96.8
RESP-072736,PRJ-00913,Revenue Officer,6,100.0
RESP-072737,PRJ-03623,Contractor,17,100.0
RESP-072738,PRJ-03165,Revenue Officer,15,100.0
RESP-072739,PRJ-04558,Project Manager,3,100.0
RESP-072740,PRJ-02970,Project Manager,17,100.0
RESP-072741,PRJ-02631,Contractor,16,100.0
RESP-072742,PRJ-01102,Contractor,11,89.2
RESP-072743,PRJ-00825,RDO,6,74.7
RESP-072744,PRJ-00277,RDO,19,68.5
RESP-072745,PRJ-00116,Contractor,4,72.7
RESP-072746,PRJ-00602,Revenue Officer,43,97.0
RESP-072747,PRJ-03885,RDO,24,92.9
RESP-072748,PRJ-04095,Project Manager,14,82.9
RESP-072749,PRJ-04332,Contractor,8,93.6
RESP-072750,PRJ-01129,RDO,3,100.0
RESP-072751,PRJ-00565,RDO,4,96.3
RESP-072752,PRJ-00438,Project Manager,6,94.3
RESP-072753,PRJ-02119,Project Manager,21,86.9
RESP-072754,PRJ-04855,RDO,17,100.0
RESP-072755,PRJ-02409,Revenue Officer,5,100.0
RESP-072756,PRJ-03669,Project Manager,8,100.0
RESP-072757,PRJ-04091,RDO,19,78.2
RESP-072758,PRJ-03009,Landowner,17,85.7
RESP-072759,PRJ-03663,Landowner,2,90.8
RESP-072760,PRJ-03830,Project Manager,4,77.6
RESP-072761,PRJ-03703,Landowner,6,84.2
RESP-072762,PRJ-03065,Contractor,5,99.0
RESP-072763,PRJ-02883,Project Manager,12,89.9
RESP-072764,PRJ-04208,Contractor,26,83.5
RESP-072765,PRJ-04051,Contractor,5,76.3
RESP-072766,PRJ-01637,Project Manager,3,60.3
RESP-072767,PRJ-04589,Contractor,8,91.9
RESP-072768,PRJ-04168,Project Manager,8,89.2
RESP-072769,PRJ-02332,Landowner,14,91.7
RESP-072770,PRJ-04742,Revenue Officer,3,97.5
RESP-072771,PRJ-03092,Landowner,13,87.9
RESP-072772,PRJ-00997,Contractor,12,96.0
RESP-072773,PRJ-02642,RDO,11,97.2
RESP-072774,PRJ-01746,RDO,10,100.0
RESP-072775,PRJ-02236,Landowner,7,90.9
RESP-072776,PRJ-04931,Project Manager,8,89.2
RESP-072777,PRJ-03374,Project Manager,8,98.1
RESP-072778,PRJ-02422,Landowner,10,94.5
RESP-072779,PRJ-01599,Contractor,10,85.1
RESP-072780,PRJ-00154,Contractor,8,57.9
RESP-072781,PRJ-04463,RDO,20,80.1
RESP-072782,PRJ-00495,Revenue Officer,25,100.0
RESP-072783,PRJ-01094,Contractor,6,100.0
RESP-072784,PRJ-03295,Project Manager,12,88.4
RESP-072785,PRJ-01355,RDO,12,86.9
RESP-072786,PRJ-01729,RDO,11,83.9
RESP-072787,PRJ-04979,Project Manager,14,80.8
RESP-072788,PRJ-04892,RDO,25,93.0
RESP-072789,PRJ-04909,Landowner,11,95.7
RESP-072790,PRJ-00687,Contractor,18,93.0
RESP-072791,PRJ-04514,Revenue Officer,24,79.6
RESP-072792,PRJ-01909,Landowner,19,93.6
RESP-072793,PRJ-03305,Project Manager,9,78.9
RESP-072794,PRJ-01327,RDO,14,91.5
RESP-072795,PRJ-01140,RDO,8,80.1
RESP-072796,PRJ-03695,Revenue Officer,9,100.0
RESP-072797,PRJ-02223,RDO,4,78.9
RESP-072798,PRJ-02171,Contractor,3,89.5
RESP-072799,PRJ-03450,Contractor,28,76.4
RESP-072800,PRJ-03862,Contractor,19,75.1
RESP-072801,PRJ-01289,Contractor,16,99.2
RESP-072802,PRJ-00988,Revenue Officer,12,100.0
RESP-072803,PRJ-02817,Landowner,7,100.0
RESP-072804,PRJ-04003,Contractor,8,71.8
RESP-072805,PRJ-02559,Revenue Officer,10,73.5
RESP-072806,PRJ-03816,RDO,19,93.1
RESP-072807,PRJ-02820,Contractor,11,90.2
RESP-072808,PRJ-02726,RDO,20,82.3
RESP-072809,PRJ-04863,RDO,11,86.1
RESP-072810,PRJ-01859,Contractor,8,94.1
RESP-072811,PRJ-01867,Contractor,22,83.3
RESP-072812,PRJ-00852,Revenue Officer,14,83.8
RESP-072813,PRJ-04919,Project Manager,8,85.8
RESP-072814,PRJ-04584,Contractor,11,92.9
RESP-072815,PRJ-03195,Revenue Officer,14,73.4
RESP-072816,PRJ-00359,Contractor,8,79.6
RESP-072817,PRJ-01980,Revenue Officer,10,87.9
RESP-072818,PRJ-00581,RDO,9,100.0
RESP-072819,PRJ-01128,Project Manager,15,88.3
RESP-072820,PRJ-00013,Project Manager,10,81.4
RESP-072821,PRJ-01395,Contractor,7,84.0
RESP-072822,PRJ-04531,RDO,7,100.0
RESP-072823,PRJ-04977,Project Manager,22,93.3
RESP-072824,PRJ-02641,Revenue Officer,11,95.0
RESP-072825,PRJ-00162,Contractor,10,100.0
RESP-072826,PRJ-00867,RDO,5,99.6
RESP-072827,PRJ-01909,Project Manager,18,95.9
RESP-072828,PRJ-00028,Landowner,17,78.6
RESP-072829,PRJ-03708,Revenue Officer,9,94.5
RESP-072830,PRJ-04257,Contractor,3,93.8
RESP-072831,PRJ-03885,Revenue Officer,7,87.7
RESP-072832,PRJ-04616,Project Manager,11,100.0
RESP-072833,PRJ-00688,Landowner,10,94.5
RESP-072834,PRJ-04200,Revenue Officer,32,96.3
RESP-072835,PRJ-02465,Contractor,13,83.5
RESP-072836,PRJ-03723,Revenue Officer,7,86.8
RESP-072837,PRJ-02172,Landowner,14,69.2
RESP-072838,PRJ-02642,Contractor,29,100.0
RESP-072839,PRJ-02354,Project Manager,3,94.3
RESP-072840,PRJ-01565,Revenue Officer,9,99.2
RESP-072841,PRJ-02843,Revenue Officer,12,100.0
RESP-072842,PRJ-02439,Landowner,8,100.0
RESP-072843,PRJ-01683,Landowner,9,97.4
RESP-072844,PRJ-02748,Project Manager,4,86.9
RESP-072845,PRJ-03446,Project Manager,7,100.0
RESP-072846,PRJ-00816,Landowner,12,89.5
RESP-072847,PRJ-00067,Project Manager,7,76.1
RESP-072848,PRJ-01804,Landowner,10,100.0
RESP-072849,PRJ-01912,Revenue Officer,13,100.0
RESP-072850,PRJ-01971,RDO,13,100.0
RESP-072851,PRJ-03119,RDO,13,76.6
RESP-072852,PRJ-00762,Landowner,9,83.0
RESP-072853,PRJ-03665,RDO,18,74.4
RESP-072854,PRJ-04149,RDO,9,84.3
RESP-072855,PRJ-01452,Revenue Officer,12,65.4
RESP-072856,PRJ-04089,RDO,2,87.9
RESP-072857,PRJ-04367,Contractor,14,89.8
RESP-072858,PRJ-00812,RDO,24,82.6
RESP-072859,PRJ-03208,Project Manager,16,83.7
RESP-072860,PRJ-01561,Project Manager,10,100.0
RESP-072861,PRJ-02237,Revenue Officer,23,77.1
RESP-072862,PRJ-03863,Contractor,7,96.1
RESP-072863,PRJ-04206,RDO,9,92.8
RESP-072864,PRJ-04110,Landowner,11,86.2
RESP-072865,PRJ-03980,Contractor,29,57.3
RESP-072866,PRJ-04984,Contractor,7,91.2
RESP-072867,PRJ-00484,Revenue Officer,4,89.1
RESP-072868,PRJ-02900,Project Manager,12,77.7
RESP-072869,PRJ-02874,RDO,15,85.4
RESP-072870,PRJ-04122,Project Manager,13,98.0
RESP-072871,PRJ-04851,Revenue Officer,16,100.0
RESP-072872,PRJ-01165,Landowner,11,83.6
RESP-072873,PRJ-01251,Contractor,2,78.8
RESP-072874,PRJ-02314,Revenue Officer,11,99.6
RESP-072875,PRJ-04602,RDO,7,74.4
RESP-072876,PRJ-01242,Landowner,16,54.9
RESP-072877,PRJ-03034,RDO,8,100.0
RESP-072878,PRJ-04028,Contractor,11,83.4
RESP-072879,PRJ-00897,Project Manager,7,83.3
RESP-072880,PRJ-01893,Landowner,19,77.7
RESP-072881,PRJ-03726,Landowner,26,84.3
RESP-072882,PRJ-02629,RDO,8,87.8
RESP-072883,PRJ-01413,RDO,9,87.5
RESP-072884,PRJ-03302,Contractor,13,90.3
RESP-072885,PRJ-02292,Contractor,18,50.6
RESP-072886,PRJ-02162,Revenue Officer,6,92.0
RESP-072887,PRJ-02778,RDO,11,100.0
RESP-072888,PRJ-02615,RDO,9,67.7
RESP-072889,PRJ-00075,Revenue Officer,14,100.0
RESP-072890,PRJ-00235,Revenue Officer,5,97.6
RESP-072891,PRJ-02725,Landowner,18,83.8
RESP-072892,PRJ-04960,Revenue Officer,3,97.8
RESP-072893,PRJ-02672,RDO,3,89.2
RESP-072894,PRJ-02767,Contractor,10,97.1
RESP-072895,PRJ-00146,Project Manager,16,94.6
RESP-072896,PRJ-02869,Revenue Officer,1,87.1
RESP-072897,PRJ-01335,Landowner,3,98.4
RESP-072898,PRJ-01626,RDO,8,87.7
RESP-072899,PRJ-04688,Landowner,10,98.7
RESP-072900,PRJ-02071,Landowner,9,100.0
RESP-072901,PRJ-00485,Revenue Officer,19,83.4
RESP-072902,PRJ-04991,RDO,7,74.5
RESP-072903,PRJ-01889,RDO,12,87.9
RESP-072904,PRJ-03549,Project Manager,6,94.7
RESP-072905,PRJ-04132,Landowner,4,99.3
RESP-072906,PRJ-04247,Contractor,26,100.0
RESP-072907,PRJ-02156,Revenue Officer,7,90.4
RESP-072908,PRJ-04660,Landowner,23,70.7
RESP-072909,PRJ-04435,Project Manager,11,80.7
RESP-072910,PRJ-01011,Landowner,23,77.3
RESP-072911,PRJ-03966,Contractor,10,100.0
RESP-072912,PRJ-03622,Project Manager,4,100.0
RESP-072913,PRJ-00418,Contractor,17,83.3
RESP-072914,PRJ-02293,Revenue Officer,18,100.0
RESP-072915,PRJ-02177,Landowner,12,86.2
RESP-072916,PRJ-03938,Landowner,10,91.7
RESP-072917,PRJ-02433,Landowner,4,79.1
RESP-072918,PRJ-00294,Landowner,7,94.9
RESP-072919,PRJ-04373,Revenue Officer,12,98.5
RESP-072920,PRJ-00540,Revenue Officer,17,80.6
RESP-072921,PRJ-00988,RDO,14,96.4
RESP-072922,PRJ-00512,Revenue Officer,3,99.1
RESP-072923,PRJ-04314,RDO,14,81.9
RESP-072924,PRJ-03710,Project Manager,12,95.2
RESP-072925,PRJ-00384,Contractor,6,93.4
RESP-072926,PRJ-00588,Project Manager,14,78.8
RESP-072927,PRJ-04874,Revenue Officer,20,86.5
